,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,Tgt_Binned,Att_Rush_Binned
814,KENDRE MILLER,NOR,21.0,8.0,0.0,41.0,156.0,3.8,1.0,11.0,10.0,117.0,11.7,0.0,0.0,0.0,1.0,0.0,0.0,43.3,112,14,9.7,,21.6,0.526829268292683,21.700000000000003,1.9727272727272729,1.375,2.1700000000000004,0.3866071428571428,2023,"(10, 20]","(26, 52]"
820,MATT BREIDA,NYG,28.0,17.0,4.0,55.0,151.0,2.75,1.0,21.0,17.0,88.0,5.18,0.0,1.0,0.0,1.0,0.0,0.0,46.9,288,16,26.1,,21.1,0.3836363636363636,25.8,1.2285714285714286,1.2352941176470589,1.5176470588235291,0.1628472222222222,2023,"(20, 30]","(52, 78]"
826,CORDARRELLE PATTERSON,ATL,32.0,14.0,0.0,50.0,181.0,3.62,0.0,12.0,9.0,38.0,4.22,1.0,1.0,0.0,1.0,0.0,0.0,36.9,177,12,15.7,,18.1,0.362,18.8,1.5666666666666669,0.8571428571428571,2.088888888888889,0.2084745762711864,2023,"(10, 20]","(26, 52]"
830,SALVON AHMED,MIA,25.0,8.0,0.0,22.0,61.0,2.77,1.0,23.0,16.0,88.0,5.5,1.0,0.0,0.0,2.0,0.0,0.0,42.9,135,16,20.8,,12.1,0.55,30.8,1.3391304347826087,2.875,1.925,0.3177777777777777,2023,"(20, 30]","(0, 26]"
833,JEFF WILSON,MIA,28.0,10.0,0.0,41.0,188.0,4.59,0.0,17.0,14.0,85.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,41.3,148,14,20.9,,18.8,0.4585365853658537,22.5,1.3235294117647058,1.7,1.6071428571428572,0.279054054054054,2023,"(10, 20]","(26, 52]"
836,CHASE EDMONDS,TAM,27.0,13.0,0.0,49.0,176.0,3.59,0.0,17.0,14.0,81.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,39.7,156,12,18.2,,17.6,0.3591836734693878,22.1,1.3,1.3076923076923077,1.5785714285714287,0.2544871794871795,2023,"(10, 20]","(26, 52]"
843,DALVIN COOK,2TM,28.0,15.0,1.0,67.0,214.0,3.19,0.0,20.0,15.0,78.0,5.2,0.0,2.0,2.0,0.0,0.0,0.0,40.2,202,13,19.5,,21.4,0.3194029850746269,22.8,1.14,1.3333333333333333,1.52,0.199009900990099,2023,"(10, 20]","(52, 78]"
847,D'ERNEST JOHNSON,JAX,27.0,17.0,0.0,41.0,108.0,2.63,0.0,12.0,10.0,140.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,194,11,16.6,,10.8,0.2634146341463415,24.0,2.0,0.7058823529411765,2.4,0.179381443298969,2023,"(10, 20]","(26, 52]"
848,TY JOHNSON,BUF,26.0,10.0,0.0,30.0,132.0,4.4,0.0,7.0,7.0,62.0,8.86,1.0,1.0,0.0,1.0,0.0,0.0,32.4,91,9,11.8,,13.2,0.44,19.2,2.742857142857143,0.7,2.742857142857143,0.356043956043956,2023,"(0, 10]","(26, 52]"
850,TONY JONES,2TM,26.0,7.0,1.0,26.0,95.0,3.65,2.0,10.0,7.0,37.0,5.29,0.0,0.0,0.0,2.0,0.0,0.0,32.2,132,18,25.3,,21.5,0.8269230769230769,10.7,1.0699999999999998,1.4285714285714286,1.5285714285714285,0.2439393939393939,2023,"(0, 10]","(0, 26]"
852,CRAIG REYNOLDS,DET,27.0,17.0,0.0,41.0,179.0,4.37,1.0,5.0,5.0,47.0,9.4,0.0,2.0,2.0,1.0,0.0,0.0,29.6,132,7,11.2,,23.9,0.5829268292682928,9.7,1.94,0.2941176470588235,1.94,0.2242424242424242,2023,"(0, 10]","(26, 52]"
862,DARRYNTON EVANS,2TM,25.0,7.0,0.0,32.0,121.0,3.78,1.0,12.0,7.0,49.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,93,13,19.6,,18.1,0.565625,11.9,0.9916666666666668,1.7142857142857142,1.7,0.3225806451612903,2023,"(10, 20]","(26, 52]"
868,AMEER ABDULLAH,LVR,30.0,17.0,0.0,15.0,89.0,5.93,0.0,24.0,19.0,131.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,41.0,216,12,20.7,,8.9,0.5933333333333334,32.1,1.3375,1.411764705882353,1.6894736842105265,0.1898148148148148,2023,"(20, 30]","(0, 26]"
869,TANK BIGSBY,JAX,22.0,17.0,0.0,50.0,132.0,2.64,2.0,4.0,1.0,6.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,22.8,141,8,12.1,,25.200000000000003,0.504,1.6,0.4,0.2352941176470588,1.6,0.1617021276595744,2023,"(0, 10]","(26, 52]"
882,NICK CHUBB,CLE,28.0,2.0,2.0,28.0,170.0,6.07,0.0,4.0,4.0,21.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,23.1,54,27,33.5,,17.0,0.6071428571428571,6.1,1.525,2.0,1.525,0.4277777777777778,2023,"(0, 10]","(26, 52]"
886,PATRICK TAYLOR,GNB,25.0,11.0,0.0,32.0,141.0,4.41,0.0,17.0,11.0,49.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,30.0,226,20,32.5,,14.1,0.440625,15.9,0.9352941176470588,1.5454545454545454,1.4454545454545455,0.1327433628318584,2023,"(10, 20]","(26, 52]"
888,KEVIN HARRIS,NWE,23.0,4.0,0.0,16.0,65.0,4.06,1.0,3.0,3.0,58.0,19.33,0.0,0.0,0.0,1.0,0.0,0.0,21.3,34,8,12.2,,12.5,0.78125,8.8,2.9333333333333336,0.75,2.9333333333333336,0.6264705882352941,2023,"(0, 10]","(0, 26]"
891,MELVIN GORDON,BAL,30.0,4.0,0.0,26.0,81.0,3.12,1.0,3.0,3.0,46.0,15.33,0.0,1.0,1.0,1.0,0.0,0.0,19.7,56,14,14.5,,14.1,0.5423076923076923,7.6,2.5333333333333337,0.75,2.5333333333333337,0.3517857142857142,2023,"(0, 10]","(0, 26]"
892,DAMIEN HARRIS,BUF,26.0,6.0,0.0,23.0,94.0,4.09,1.0,2.0,2.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,60,10,15.2,,15.4,0.6695652173913044,3.6,1.8,0.3333333333333333,1.8,0.3166666666666666,2023,"(0, 10]","(0, 26]"
896,TREY SERMON,IND,24.0,14.0,0.0,35.0,160.0,4.57,0.0,6.0,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,20.3,108,7,10.6,,16.0,0.4571428571428571,4.3,0.7166666666666667,0.4285714285714285,1.4333333333333331,0.1879629629629629,2023,"(0, 10]","(26, 52]"
908,RONNIE RIVERS,LAR,24.0,9.0,1.0,32.0,129.0,4.03,0.0,5.0,5.0,22.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,20.1,93,10,15.2,,12.9,0.403125,7.2,1.44,0.5555555555555556,1.44,0.2161290322580645,2023,"(0, 10]","(26, 52]"
922,ISAIAH SPILLER,LAC,22.0,9.0,0.0,37.0,96.0,2.59,0.0,6.0,6.0,34.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,19.0,111,12,9.6,,9.6,0.2594594594594595,9.4,1.5666666666666669,0.6666666666666666,1.5666666666666669,0.1711711711711711,2023,"(0, 10]","(26, 52]"
927,TYLER GOODSON,IND,23.0,6.0,1.0,13.0,87.0,6.69,0.0,9.0,6.0,34.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,18.1,50,8,12.7,,8.700000000000001,0.6692307692307693,9.4,1.0444444444444445,1.5,1.5666666666666669,0.362,2023,"(0, 10]","(0, 26]"
930,BOSTON SCOTT,PHI,28.0,15.0,0.0,20.0,86.0,4.3,0.0,6.0,4.0,52.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,15.8,68,4,5.9,,8.6,0.43,9.2,1.5333333333333332,0.4,2.3,0.2323529411764706,2023,"(0, 10]","(0, 26]"
935,RAHEEM BLACKSHEAR,CAR,24.0,12.0,0.0,14.0,46.0,3.29,0.0,7.0,6.0,45.0,7.5,0.0,0.0,0.0,0.0,1.0,0.0,17.1,51,4,4.4,,4.6000000000000005,0.3285714285714286,10.5,1.5,0.5833333333333334,1.75,0.3352941176470588,2023,"(0, 10]","(0, 26]"
936,BRANDON BOLDEN,LVR,33.0,17.0,0.0,4.0,31.0,7.75,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,11.1,5,0,0.5,,9.1,2.275,0.0,,,,2.22,2023,,"(0, 26]"
938,CHRIS BROOKS,MIA,23.0,9.0,0.0,19.0,106.0,5.58,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.6,36,4,6.3,,10.6,0.5578947368421053,0.0,,,,0.2944444444444444,2023,,"(0, 26]"
940,LA'MICAL PERINE,KAN,25.0,3.0,1.0,22.0,77.0,3.5,0.0,5.0,3.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,59,11,15.7,,7.7,0.35,6.300000000000001,1.2600000000000002,1.6666666666666667,2.1,0.2372881355932203,2023,"(0, 10]","(0, 26]"
942,EMANUEL WILSON,GNB,24.0,7.0,0.0,14.0,85.0,6.07,0.0,5.0,4.0,23.0,5.75,0.0,1.0,0.0,0.0,0.0,0.0,14.8,36,5,5.1,,8.5,0.6071428571428571,6.300000000000001,1.2600000000000002,0.7142857142857143,1.5750000000000002,0.4111111111111111,2023,"(0, 10]","(0, 26]"
945,JK DOBBINS,BAL,25.0,1.0,1.0,8.0,22.0,2.75,1.0,3.0,2.0,15.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,11.7,30,30,46.9,,8.2,1.025,3.5,1.1666666666666667,3.0,1.75,0.3899999999999999,2023,"(0, 10]","(0, 26]"
947,KEAONTAY INGRAM,ARI,24.0,8.0,1.0,35.0,74.0,2.11,0.0,4.0,4.0,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,119,14,14.2,,7.4,0.2114285714285714,6.6,1.65,0.5,1.65,0.1176470588235294,2023,"(0, 10]","(26, 52]"
950,HUNTER LUEPKE,DAL,23.0,17.0,0.0,6.0,19.0,3.17,1.0,4.0,3.0,18.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,12.7,153,9,12.9,,7.9,1.3166666666666669,4.8,1.2,0.2352941176470588,1.6,0.0830065359477124,2023,"(0, 10]","(0, 26]"
953,ISRAEL ABANIKANDA,NYJ,21.0,6.0,0.0,22.0,70.0,3.18,0.0,11.0,7.0,43.0,6.14,0.0,1.0,1.0,0.0,0.0,0.0,16.3,77,11,7.0,,7.0,0.3181818181818182,11.3,1.0272727272727271,1.8333333333333333,1.6142857142857143,0.2116883116883117,2023,"(10, 20]","(0, 26]"
960,DARE OGUNBOWALE,HOU,29.0,12.0,0.0,8.0,35.0,4.38,0.0,7.0,2.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,108,9,9.5,,3.5,0.4375,3.8,0.5428571428571428,0.5833333333333334,1.9,0.0953703703703703,2023,"(0, 10]","(0, 26]"
963,DEUCE VAUGHN,DAL,22.0,7.0,0.0,23.0,40.0,1.74,0.0,7.0,7.0,40.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,15.0,61,7,5.5,,4.0,0.1739130434782608,11.0,1.5714285714285714,1.0,1.5714285714285714,0.2459016393442623,2023,"(0, 10]","(0, 26]"
964,TRAYVEON WILLIAMS,CIN,26.0,17.0,0.0,15.0,69.0,4.6,0.0,9.0,7.0,10.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,14.9,156,9,14.3,,6.9,0.46,8.0,0.8888888888888888,0.5294117647058824,1.1428571428571428,0.0955128205128205,2023,"(0, 10]","(0, 26]"
966,GARY BRIGHTWELL,NYG,24.0,7.0,0.0,9.0,19.0,2.11,0.0,7.0,5.0,47.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,41,5,8.5,,1.9,0.2111111111111111,9.7,1.3857142857142857,1.0,1.94,0.2829268292682926,2023,"(0, 10]","(0, 26]"
970,ERIC GRAY,NYG,24.0,13.0,0.0,17.0,48.0,2.82,0.0,7.0,6.0,22.0,3.67,0.0,3.0,0.0,0.0,0.0,0.0,13.0,65,5,7.6,,4.800000000000001,0.2823529411764706,8.2,1.1714285714285713,0.5384615384615384,1.3666666666666665,0.2,2023,"(0, 10]","(0, 26]"
986,DAMIEN WILLIAMS,ARI,31.0,3.0,0.0,11.0,43.0,3.91,0.0,2.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,28,9,12.8,,4.3,0.3909090909090909,3.2,1.6,0.6666666666666666,1.6,0.2678571428571428,2023,"(0, 10]","(0, 26]"
995,LEONARD FOURNETTE,BUF,28.0,2.0,0.0,12.0,40.0,3.33,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26,13,19.5,,4.0,0.3333333333333333,0.0,,,,0.1538461538461538,2023,,"(0, 26]"
997,RASHAAD PENNY,PHI,27.0,3.0,0.0,11.0,33.0,3.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,31,10,2.7,,3.3000000000000003,0.3,1.5,1.5,0.3333333333333333,1.5,0.1548387096774193,2023,"(0, 10]","(0, 26]"
999,KE'SHAWN VAUGHN,TAM,26.0,6.0,0.0,24.0,42.0,1.75,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,60,10,7.1,,4.2,0.175,2.2,0.44,0.8333333333333334,1.1,0.1066666666666666,2023,"(0, 10]","(0, 26]"
1003,DERRICK GORE,WAS,29.0,6.0,0.0,3.0,26.0,8.67,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24,4,6.2,,2.6,0.8666666666666667,0.0,,,,0.1083333333333333,2023,,"(0, 26]"
1011,SEAN TUCKER,TAM,22.0,11.0,0.0,15.0,23.0,1.53,0.0,2.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.2,32,2,2.9,,2.3000000000000003,0.1533333333333333,2.9,1.45,0.1818181818181818,1.45,0.1625,2023,"(0, 10]","(0, 26]"
1018,DEEJAY DALLAS,SEA,25.0,17.0,0.0,10.0,36.0,3.6,0.0,9.0,6.0,26.0,4.33,0.0,2.0,2.0,0.0,0.0,0.0,8.2,96,5,9.1,,3.6,0.36,8.6,0.9555555555555556,0.5294117647058824,1.4333333333333331,0.0854166666666666,2023,"(0, 10]","(0, 26]"
1019,TYRION DAVIS-PRICE,SFO,23.0,1.0,0.0,6.0,21.0,3.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.1,7,7,0.9,,2.1,0.35,0.0,,,,0.3,2023,,"(0, 26]"
1020,ELIJAH DOTSON,LAC,24.0,4.0,0.0,4.0,6.0,1.5,0.0,2.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,16,4,2.1,,0.6000000000000001,0.15,3.3,1.65,0.5,1.65,0.24375,2023,"(0, 10]","(0, 26]"
1021,ZACH EVANS,LAR,22.0,10.0,0.0,9.0,19.0,2.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.9,16,1,1.4,,1.9,0.2111111111111111,0.0,,,,0.11875,2023,,"(0, 26]"
1023,JAKE FUNK,IND,25.0,4.0,0.0,2.0,10.0,5.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,13,3,4.7,,1.0,0.5,2.2,2.2,0.25,2.2,0.2461538461538461,2023,"(0, 10]","(0, 26]"
1026,ZONOVAN KNIGHT,DET,22.0,2.0,0.0,3.0,13.0,4.33,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,9,4,4.4,,1.3,0.4333333333333333,1.8,1.8,0.5,1.8,0.3444444444444444,2023,"(0, 10]","(0, 26]"
1034,ALEX ARMAH,WAS,29.0,8.0,0.0,0.0,0.0,,0.0,3.0,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,4.3,47,5,6.8,,0.0,,4.3,1.4333333333333331,0.375,1.4333333333333331,0.0914893617021276,2023,"(0, 10]",
1036,JASHAUN CORBIN,NYG,23.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,15,2,2.4,,0.1,0.1,4.2,1.4,0.5,1.4,0.2866666666666667,2023,"(0, 10]","(0, 26]"
1037,KENYAN DRAKE,2TM,29.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,31.0,15.5,0.0,1.0,1.0,0.0,0.0,0.0,3.1,17,5,6.3,,0.0,0.0,5.1,1.7,1.0,2.55,0.1823529411764706,2023,"(0, 10]","(0, 26]"
1040,CHRIS EVANS,CIN,26.0,8.0,0.0,2.0,12.0,6.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24,3,2.2,,1.2000000000000002,0.6000000000000001,0.9,0.9,0.125,0.9,0.0875,2023,"(0, 10]","(0, 26]"
1044,EVAN HULL,IND,23.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8,8,11.1,,0.1,0.1,1.6,1.6,1.0,1.6,0.2125,2023,"(0, 10]","(0, 26]"
1048,ANTHONY MCFARLAND,PIT,25.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,6,2,1.3,,0.0,,3.1,1.55,0.6666666666666666,1.55,0.5166666666666667,2023,"(0, 10]",
1049,KENE NWANGWU,MIN,25.0,9.0,0.0,5.0,13.0,2.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.3,13,1,1.8,,1.3,0.26,0.0,,,,0.1,2023,,"(0, 26]"
1050,DEVINE OZIGBO,DET,27.0,3.0,0.0,3.0,5.0,1.67,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,8,2,3.5,,0.5,0.1666666666666666,1.8,1.8,0.3333333333333333,1.8,0.2875,2023,"(0, 10]","(0, 26]"
1057,JONATHAN WARD,TEN,26.0,7.0,0.0,3.0,11.0,3.67,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10,1,1.9,,1.1,0.3666666666666667,0.0,,,,0.11,2023,,"(0, 26]"
1065,JAMES ROBINSON,GNB,25.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4,3.3,,0.2,0.2,0.8,0.8,1.0,0.8,0.25,2023,"(0, 10]","(0, 26]"
1068,JONATHAN WILLIAMS,WAS,29.0,1.0,0.0,1.0,-2.0,-2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,13,13,9.4,,-0.2,-0.2,0.0,0.0,1.0,,-0.0153846153846153,2023,"(0, 10]","(0, 26]"
1071,DEON JACKSON,3TM,24.0,4.0,1.0,14.0,16.0,1.14,0.0,6.0,5.0,14.0,2.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,52,13,11.5,,1.6,0.1142857142857143,6.4,1.0666666666666669,1.5,1.28,0.0769230769230769,2023,"(0, 10]","(0, 26]"
1076,JOSH JACOBS,LVR,24.0,17.0,17.0,340.0,1653.0,4.86,12.0,64.0,53.0,400.0,7.55,0.0,3.0,1.0,12.0,0.0,0.0,328.3,821,48,74.5,,237.3,0.6979411764705883,93.0,1.453125,3.764705882352941,1.7547169811320755,0.3998781973203411,2022,"(60, 70]","(338, 364]"
1077,CHRISTIAN MCCAFFREY,2TM,26.0,17.0,16.0,244.0,1139.0,4.67,8.0,108.0,85.0,741.0,8.72,5.0,1.0,0.0,13.0,0.0,0.0,356.4,776,45,73.2,5.36,161.9,0.6635245901639345,189.1,1.7509259259259262,6.352941176470588,2.224705882352941,0.4592783505154639,2022,"(100, 110]","(234, 260]"
1078,DERRICK HENRY,TEN,28.0,16.0,16.0,349.0,1538.0,4.41,13.0,41.0,33.0,398.0,12.06,0.0,6.0,3.0,13.0,0.0,0.0,302.8,648,40,62.6,2.08,231.8,0.6641833810888252,72.80000000000001,1.7756097560975612,2.5625,2.2060606060606065,0.4672839506172839,2022,"(40, 50]","(338, 364]"
1080,AUSTIN EKELER,LAC,27.0,17.0,17.0,204.0,915.0,4.49,13.0,127.0,107.0,722.0,6.75,5.0,5.0,3.0,18.0,0.0,0.0,372.7,734,43,61.6,,169.5,0.8308823529411765,209.2,1.647244094488189,7.470588235294118,1.955140186915888,0.5077656675749319,2022,"(120, 130]","(182, 208]"
1084,NICK CHUBB,CLE,27.0,17.0,17.0,302.0,1525.0,5.05,12.0,37.0,27.0,239.0,8.85,1.0,1.0,1.0,13.0,1.0,0.0,281.4,660,38,56.2,,224.5,0.7433774834437086,56.900000000000006,1.537837837837838,2.176470588235294,2.107407407407408,0.4263636363636363,2022,"(30, 40]","(286, 312]"
1089,SAQUON BARKLEY,NYG,25.0,16.0,16.0,295.0,1312.0,4.45,10.0,76.0,57.0,338.0,5.93,0.0,1.0,0.0,10.0,1.0,0.0,284.0,856,53,75.4,,191.2,0.6481355932203391,90.8,1.194736842105263,4.75,1.5929824561403512,0.3317757009345794,2022,"(70, 80]","(286, 312]"
1092,JAMAAL WILLIAMS,DET,27.0,17.0,9.0,262.0,1066.0,4.07,17.0,16.0,12.0,73.0,6.08,0.0,3.0,2.0,17.0,1.0,0.0,225.9,460,27,40.3,,208.6,0.7961832061068703,19.3,1.20625,0.9411764705882352,1.6083333333333334,0.4910869565217391,2022,"(10, 20]","(260, 286]"
1094,TONY POLLARD,DAL,25.0,16.0,4.0,193.0,1007.0,5.22,9.0,55.0,39.0,371.0,9.51,3.0,0.0,0.0,12.0,0.0,0.0,248.8,569,35,49.0,,154.7,0.8015544041450776,94.1,1.7109090909090907,3.4375,2.4128205128205127,0.4372583479789104,2022,"(50, 60]","(182, 208]"
1095,DALVIN COOK,MIN,27.0,17.0,17.0,264.0,1173.0,4.44,8.0,56.0,39.0,295.0,7.56,2.0,4.0,4.0,10.0,0.0,0.0,237.8,841,49,72.0,,165.3,0.6261363636363637,80.5,1.4375,3.294117647058824,2.0641025641025643,0.2827586206896552,2022,"(50, 60]","(260, 286]"
1096,MILES SANDERS,PHI,25.0,17.0,15.0,259.0,1269.0,4.9,11.0,26.0,20.0,78.0,3.9,0.0,2.0,2.0,11.0,0.0,0.0,216.7,673,39,57.1,,192.9,0.7447876447876448,27.8,1.0692307692307692,1.5294117647058822,1.39,0.3219910846953937,2022,"(20, 30]","(234, 260]"
1100,AARON JONES,GNB,28.0,17.0,17.0,213.0,1121.0,5.26,2.0,72.0,59.0,395.0,6.69,5.0,5.0,3.0,7.0,1.0,0.0,248.6,630,37,57.6,,124.1,0.5826291079812207,128.5,1.7847222222222223,4.235294117647059,2.1779661016949152,0.3946031746031745,2022,"(70, 80]","(208, 234]"
1105,NAJEE HARRIS,PIT,24.0,17.0,17.0,272.0,1034.0,3.8,7.0,53.0,41.0,229.0,5.59,3.0,3.0,2.0,10.0,0.0,0.0,223.5,763,44,65.8,0.16,145.4,0.5345588235294118,81.9,1.5452830188679247,3.117647058823529,1.9975609756097563,0.2929226736566186,2022,"(50, 60]","(260, 286]"
1107,RHAMONDRE STEVENSON,NWE,24.0,17.0,7.0,210.0,1040.0,4.95,5.0,88.0,69.0,421.0,6.1,1.0,4.0,1.0,6.0,0.0,0.0,249.1,699,41,66.4,,134.0,0.638095238095238,117.1,1.330681818181818,5.176470588235294,1.6971014492753622,0.3563662374821173,2022,"(80, 90]","(208, 234]"
1108,JOE MIXON,CIN,26.0,14.0,14.0,210.0,814.0,3.88,7.0,75.0,60.0,441.0,7.35,2.0,0.0,0.0,9.0,0.0,0.0,239.5,624,44,56.4,,123.4,0.5876190476190476,116.1,1.5479999999999998,5.357142857142857,1.935,0.3838141025641026,2022,"(70, 80]","(208, 234]"
1111,KENNETH WALKER,SEA,22.0,15.0,11.0,228.0,1050.0,4.61,9.0,35.0,27.0,165.0,6.11,0.0,0.0,0.0,9.0,0.0,0.0,202.5,575,38,52.6,,159.0,0.6973684210526315,43.5,1.2428571428571429,2.333333333333333,1.6111111111111112,0.3521739130434783,2022,"(30, 40]","(208, 234]"
1117,TRAVIS ETIENNE,JAX,23.0,17.0,12.0,220.0,1125.0,5.11,5.0,45.0,35.0,316.0,9.03,0.0,5.0,3.0,5.0,1.0,0.0,205.1,669,39,59.6,,142.5,0.6477272727272727,66.6,1.48,2.647058823529412,1.9028571428571428,0.3065769805680119,2022,"(40, 50]","(208, 234]"
1118,EZEKIEL ELLIOTT,DAL,27.0,15.0,14.0,231.0,876.0,3.79,12.0,23.0,17.0,92.0,5.41,0.0,0.0,0.0,12.0,0.0,0.0,185.8,558,37,48.0,,159.60000000000002,0.690909090909091,26.200000000000003,1.1391304347826088,1.5333333333333334,1.5411764705882354,0.3329749103942652,2022,"(20, 30]","(208, 234]"
1128,ALVIN KAMARA,NOR,27.0,15.0,13.0,223.0,897.0,4.02,2.0,77.0,57.0,490.0,8.6,2.0,4.0,4.0,4.0,0.0,0.0,211.7,642,42,61.0,,101.7,0.4560538116591928,118.0,1.5324675324675323,5.133333333333334,2.0701754385964914,0.3297507788161993,2022,"(70, 80]","(208, 234]"
1129,JAMES CONNER,ARI,27.0,13.0,13.0,183.0,782.0,4.27,7.0,58.0,46.0,300.0,6.52,1.0,3.0,1.0,8.0,0.0,0.0,200.2,663,51,55.0,,120.2,0.6568306010928961,82.0,1.4137931034482758,4.461538461538462,1.7826086956521738,0.3019607843137254,2022,"(50, 60]","(182, 208]"
1130,LEONARD FOURNETTE,TAM,27.0,16.0,9.0,189.0,668.0,3.53,3.0,83.0,73.0,523.0,7.16,3.0,0.0,0.0,6.0,0.0,0.0,226.1,689,43,56.7,-2.0,84.8,0.4486772486772487,143.3,1.7265060240963856,5.1875,1.9630136986301367,0.3281567489114659,2022,"(80, 90]","(182, 208]"
1140,DAVID MONTGOMERY,CHI,25.0,16.0,16.0,201.0,801.0,3.99,5.0,40.0,34.0,316.0,9.29,1.0,2.0,2.0,6.0,0.0,0.0,177.7,629,39,60.8,,110.1,0.5477611940298508,71.6,1.7899999999999998,2.5,2.105882352941176,0.2825119236883943,2022,"(30, 40]","(182, 208]"
1141,D'ANDRE SWIFT,DET,23.0,14.0,8.0,99.0,542.0,5.47,5.0,70.0,48.0,389.0,8.1,3.0,1.0,0.0,8.0,1.0,0.0,191.1,393,28,34.4,,84.2,0.8505050505050505,104.9,1.4985714285714289,5.0,2.185416666666667,0.4862595419847328,2022,"(60, 70]","(78, 104]"
1142,TYLER ALLGEIER,ATL,22.0,16.0,7.0,210.0,1035.0,4.93,3.0,17.0,16.0,139.0,8.69,1.0,0.0,0.0,4.0,1.0,0.0,159.4,497,31,47.3,,121.5,0.5785714285714286,35.9,2.111764705882353,1.0625,2.24375,0.3207243460764588,2022,"(10, 20]","(208, 234]"
1164,AJ DILLON,GNB,24.0,17.0,3.0,186.0,770.0,4.14,7.0,43.0,28.0,206.0,7.36,0.0,1.0,0.0,7.0,0.0,0.0,167.6,537,31,49.1,,119.0,0.6397849462365591,48.6,1.130232558139535,2.5294117647058822,1.7357142857142858,0.3121042830540037,2022,"(40, 50]","(182, 208]"
