,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,Tgt_Binned,Att_Rush_Binned
643,JAYLEN WARREN,PIT,25.0,17.0,0.0,149.0,784.0,5.26,4.0,74.0,61.0,370.0,6.07,0.0,4.0,2.0,4.0,0.0,0.0,196.4,518,30,48.4,,102.4,0.6872483221476511,98.0,1.3243243243243243,4.352941176470588,1.6065573770491803,0.3791505791505791,2023,"(70, 80]","(130, 156]"
644,AUSTIN EKELER,LAC,28.0,14.0,14.0,179.0,628.0,3.51,5.0,74.0,51.0,436.0,8.55,1.0,5.0,4.0,6.0,0.0,0.0,185.4,630,45,54.4,,92.8,0.5184357541899441,100.6,1.3594594594594591,5.285714285714286,1.972549019607843,0.2942857142857143,2023,"(70, 80]","(156, 182]"
645,JAVONTE WILLIAMS,DEN,23.0,16.0,13.0,217.0,774.0,3.57,3.0,58.0,47.0,228.0,4.85,2.0,1.0,1.0,5.0,2.0,0.0,179.2,493,30,46.0,,95.4,0.43963133640553,81.8,1.410344827586207,3.625,1.7404255319148936,0.3634888438133874,2023,"(50, 60]","(208, 234]"
651,EZEKIEL ELLIOTT,NWE,28.0,17.0,5.0,184.0,642.0,3.49,3.0,65.0,51.0,313.0,6.14,2.0,2.0,1.0,5.0,0.0,0.0,174.5,539,31,51.3,,82.2,0.4467391304347826,94.3,1.4507692307692308,3.823529411764706,1.849019607843137,0.323747680890538,2023,"(60, 70]","(182, 208]"
653,TYLER ALLGEIER,ATL,23.0,17.0,3.0,186.0,683.0,3.67,4.0,23.0,18.0,193.0,10.72,1.0,0.0,0.0,5.0,1.0,0.0,137.6,360,21,31.9,,92.3,0.4962365591397849,43.3,1.8826086956521737,1.3529411764705883,2.4055555555555554,0.3822222222222222,2023,"(20, 30]","(182, 208]"
662,RHAMONDRE STEVENSON,NWE,25.0,12.0,12.0,156.0,619.0,3.97,4.0,51.0,38.0,238.0,6.26,0.0,1.0,1.0,4.0,0.0,0.0,145.7,486,40,51.6,,85.9,0.5506410256410257,61.8,1.2117647058823529,4.25,1.6263157894736842,0.2997942386831275,2023,"(50, 60]","(130, 156]"
664,AARON JONES,GNB,29.0,11.0,11.0,142.0,656.0,4.62,2.0,43.0,30.0,233.0,7.77,1.0,2.0,1.0,3.0,0.0,0.0,134.9,354,32,32.3,,77.60000000000001,0.5464788732394367,59.3,1.3790697674418604,3.909090909090909,1.9766666666666663,0.3810734463276836,2023,"(40, 50]","(130, 156]"
667,KAREEM HUNT,CLE,28.0,15.0,2.0,135.0,411.0,3.04,9.0,21.0,15.0,84.0,5.6,0.0,0.0,0.0,9.0,0.0,0.0,118.5,339,22,31.4,,95.1,0.7044444444444444,23.4,1.1142857142857143,1.4,1.5599999999999998,0.3495575221238938,2023,"(20, 30]","(130, 156]"
668,ALEXANDER MATTISON,MIN,25.0,16.0,13.0,180.0,700.0,3.89,0.0,44.0,30.0,192.0,6.4,3.0,3.0,2.0,3.0,0.0,0.0,133.2,579,36,51.7,,70.0,0.3888888888888889,67.2,1.5272727272727271,2.75,2.24,0.2300518134715025,2023,"(40, 50]","(156, 182]"
671,TYJAE SPEARS,TEN,22.0,17.0,1.0,100.0,453.0,4.53,2.0,70.0,52.0,385.0,7.4,1.0,1.0,0.0,3.0,0.0,0.0,153.8,558,32,53.1,,57.3,0.5730000000000001,96.5,1.3785714285714286,4.117647058823529,1.8557692307692308,0.2756272401433692,2023,"(60, 70]","(78, 104]"
674,AJ DILLON,GNB,25.0,15.0,6.0,178.0,613.0,3.44,2.0,28.0,22.0,223.0,10.14,0.0,0.0,0.0,2.0,0.0,0.0,117.6,494,32,45.1,,73.30000000000001,0.4117977528089888,44.3,1.582142857142857,1.8666666666666667,2.013636363636364,0.2380566801619433,2023,"(20, 30]","(156, 182]"
678,KHALIL HERBERT,CHI,25.0,12.0,9.0,132.0,611.0,4.63,2.0,31.0,20.0,134.0,6.7,1.0,1.0,1.0,3.0,1.0,0.0,112.5,357,29,44.9,,73.1,0.5537878787878787,39.4,1.270967741935484,2.583333333333333,1.97,0.315126050420168,2023,"(30, 40]","(130, 156]"
689,JUSTICE HILL,BAL,26.0,16.0,5.0,84.0,387.0,4.61,3.0,39.0,28.0,206.0,7.36,1.0,1.0,1.0,4.0,0.0,0.0,109.3,436,27,38.7,,56.7,0.675,54.6,1.4,2.4375,1.95,0.2506880733944954,2023,"(30, 40]","(78, 104]"
691,TY CHANDLER,MIN,25.0,17.0,4.0,102.0,461.0,4.52,3.0,25.0,21.0,159.0,7.57,0.0,0.0,0.0,3.0,0.0,0.0,101.0,307,18,27.4,,64.1,0.6284313725490196,36.9,1.476,1.4705882352941178,1.7571428571428571,0.3289902280130293,2023,"(20, 30]","(78, 104]"
692,D'ONTA FOREMAN,CHI,27.0,9.0,8.0,109.0,425.0,3.9,4.0,16.0,11.0,77.0,7.0,1.0,1.0,0.0,5.0,0.0,0.0,91.2,269,29,23.6,,66.5,0.6100917431192661,24.7,1.54375,1.7777777777777777,2.2454545454545456,0.3390334572490706,2023,"(10, 20]","(104, 130]"
694,ANTONIO GIBSON,WAS,25.0,16.0,2.0,65.0,265.0,4.08,1.0,59.0,48.0,389.0,8.1,2.0,4.0,2.0,3.0,0.0,0.0,127.4,473,29,42.7,,32.5,0.5,98.9,1.676271186440678,3.6875,2.060416666666667,0.2693446088794926,2023,"(50, 60]","(52, 78]"
701,RICO DOWDLE,DAL,25.0,16.0,0.0,89.0,361.0,4.06,2.0,22.0,17.0,144.0,8.47,2.0,0.0,0.0,4.0,0.0,0.0,91.5,247,15,20.9,,48.1,0.5404494382022472,43.4,1.9727272727272729,1.375,2.552941176470588,0.3704453441295546,2023,"(20, 30]","(78, 104]"
702,JALEEL MCLAUGHLIN,DEN,23.0,17.0,3.0,76.0,410.0,5.39,1.0,36.0,31.0,160.0,5.16,2.0,0.0,0.0,3.0,0.0,0.0,106.0,193,11,18.0,,47.0,0.618421052631579,59.0,1.6388888888888888,2.117647058823529,1.903225806451613,0.5492227979274611,2023,"(30, 40]","(52, 78]"
707,ZACH CHARBONNET,SEA,22.0,16.0,2.0,108.0,462.0,4.28,1.0,40.0,33.0,209.0,6.33,0.0,0.0,0.0,1.0,0.0,0.0,106.1,478,29,45.5,,52.2,0.4833333333333333,53.900000000000006,1.3475,2.5,1.6333333333333335,0.2219665271966527,2023,"(30, 40]","(104, 130]"
715,SAMAJE PERINE,DEN,28.0,17.0,1.0,53.0,238.0,4.49,1.0,56.0,50.0,455.0,9.1,0.0,3.0,2.0,1.0,0.0,0.0,121.3,360,21,33.6,,29.8,0.5622641509433962,95.5,1.7053571428571428,3.294117647058824,1.91,0.3369444444444444,2023,"(50, 60]","(52, 78]"
717,DAMEON PIERCE,HOU,23.0,14.0,7.0,145.0,416.0,2.87,2.0,17.0,13.0,101.0,7.77,0.0,0.0,0.0,3.0,0.0,0.0,82.7,297,21,26.2,,53.6,0.3696551724137931,23.1,1.3588235294117648,1.2142857142857142,1.776923076923077,0.2784511784511784,2023,"(10, 20]","(130, 156]"
721,ROSCHON JOHNSON,CHI,22.0,15.0,0.0,81.0,352.0,4.35,2.0,40.0,34.0,209.0,6.15,0.0,1.0,0.0,2.0,0.0,0.0,102.1,395,26,34.7,,47.2,0.582716049382716,54.900000000000006,1.3725,2.6666666666666665,1.6147058823529414,0.2584810126582278,2023,"(30, 40]","(78, 104]"
723,KENNETH GAINWELL,PHI,24.0,16.0,2.0,84.0,364.0,4.33,2.0,37.0,30.0,183.0,6.1,0.0,3.0,1.0,2.0,1.0,0.0,97.4,442,27,38.5,0.68,48.4,0.5761904761904761,48.3,1.3054054054054054,2.3125,1.61,0.2203619909502262,2023,"(30, 40]","(78, 104]"
726,LATAVIUS MURRAY,BUF,33.0,16.0,4.0,79.0,300.0,3.8,4.0,22.0,17.0,119.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,82.9,351,21,30.2,,54.0,0.6835443037974683,28.9,1.3136363636363635,1.375,1.7,0.2361823361823362,2023,"(20, 30]","(78, 104]"
737,KEATON MITCHELL,BAL,21.0,8.0,2.0,47.0,396.0,8.43,2.0,11.0,9.0,93.0,10.33,0.0,0.0,0.0,2.0,0.0,0.0,69.9,135,16,22.3,,51.6,1.097872340425532,18.3,1.6636363636363638,1.375,2.033333333333333,0.5177777777777778,2023,"(10, 20]","(26, 52]"
739,MILES SANDERS,CAR,26.0,16.0,5.0,129.0,432.0,3.35,1.0,41.0,27.0,154.0,5.7,0.0,2.0,2.0,1.0,0.0,0.0,87.6,406,25,35.3,,49.2,0.3813953488372093,42.4,1.0341463414634149,2.5625,1.5703703703703704,0.2157635467980295,2023,"(40, 50]","(104, 130]"
742,JERICK MCKINNON,KAN,31.0,12.0,0.0,21.0,60.0,2.86,1.0,32.0,25.0,192.0,7.68,4.0,0.0,0.0,5.0,0.0,0.0,84.4,264,22,28.0,4.16,12.0,0.5714285714285714,68.2,2.13125,2.6666666666666665,2.728,0.3196969696969697,2023,"(30, 40]","(0, 26]"
744,ZAMIR WHITE,LVR,24.0,17.0,4.0,104.0,451.0,4.34,1.0,19.0,15.0,98.0,6.53,0.0,1.0,1.0,1.0,0.0,0.0,73.9,229,13,21.9,,51.1,0.4913461538461539,24.8,1.305263157894737,1.1176470588235294,1.653333333333333,0.322707423580786,2023,"(10, 20]","(78, 104]"
753,JOSHUA KELLEY,LAC,26.0,17.0,3.0,107.0,405.0,3.79,2.0,12.0,8.0,32.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,61.7,392,23,33.9,,52.5,0.4906542056074766,11.2,0.9333333333333332,0.7058823529411765,1.4,0.1573979591836734,2023,"(10, 20]","(104, 130]"
755,CLYDE EDWARDS-HELAIRE,KAN,24.0,15.0,3.0,70.0,223.0,3.19,1.0,22.0,17.0,188.0,11.06,1.0,0.0,0.0,2.0,0.0,0.0,70.1,227,15,20.1,,28.3,0.4042857142857143,41.8,1.9,1.4666666666666666,2.4588235294117644,0.3088105726872246,2023,"(20, 30]","(52, 78]"
758,EMARI DEMERCADO,ARI,24.0,14.0,2.0,58.0,284.0,4.9,2.0,30.0,21.0,119.0,5.67,0.0,0.0,0.0,2.0,0.0,0.0,73.3,292,20,25.8,,40.400000000000006,0.6965517241379311,32.9,1.096666666666667,2.142857142857143,1.5666666666666669,0.2510273972602739,2023,"(20, 30]","(52, 78]"
