,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,PPR_Yards_Only
1887,SAMMY WATKINS,BAL,28.0,13.0,9.0,0.0,0.0,,0.0,49.0,27.0,394.0,14.59,1.0,1.0,1.0,1.0,0.0,0.0,70.4,458,35,36.9,,0.0,,72.4,1.4775510204081634,3.769230769230769,2.6814814814814816,0.1537117903930131,2021,39.400000000000006
1889,STERLING SHEPARD,NYG,28.0,7.0,6.0,1.0,-9.0,-9.0,0.0,53.0,36.0,366.0,10.17,1.0,0.0,0.0,1.0,0.0,0.0,77.7,344,49,37.8,,-0.9,-0.9,78.6,1.4830188679245282,7.571428571428571,2.183333333333333,0.2258720930232558,2021,36.6
1890,JAMES WASHINGTON,PIT,25.0,15.0,2.0,2.0,13.0,6.5,0.0,44.0,24.0,285.0,11.88,2.0,0.0,0.0,2.0,0.0,0.0,65.8,480,32,40.9,,1.3,0.65,64.5,1.4659090909090908,2.933333333333333,2.6875,0.1370833333333333,2021,28.5
1891,DAN ARNOLD,2TM,26.0,11.0,4.0,0.0,0.0,,0.0,52.0,35.0,408.0,11.66,0.0,1.0,1.0,0.0,1.0,0.0,75.8,363,33,49.9,,0.0,,75.80000000000001,1.4576923076923078,4.727272727272728,2.165714285714286,0.2088154269972451,2021,40.800000000000004
1898,CALVIN RIDLEY,ATL,27.0,5.0,5.0,0.0,0.0,,0.0,52.0,31.0,281.0,9.06,2.0,0.0,0.0,2.0,0.0,0.0,71.1,299,59,62.8,,0.0,,71.1,1.367307692307692,10.4,2.293548387096774,0.2377926421404682,2021,28.1
1899,DAMIERE BYRD,CHI,28.0,17.0,4.0,0.0,0.0,,0.0,38.0,26.0,329.0,12.65,1.0,1.0,1.0,1.0,1.0,0.0,64.9,620,36,55.3,,0.0,,64.9,1.7078947368421054,2.235294117647059,2.496153846153846,0.1046774193548387,2021,32.9
1901,ASHTON DULIN,IND,24.0,17.0,1.0,3.0,32.0,10.67,0.0,22.0,13.0,173.0,13.31,2.0,0.0,0.0,3.0,0.0,0.0,51.5,329,19,29.5,,3.2,1.0666666666666669,42.3,1.9227272727272728,1.2941176470588236,3.253846153846154,0.1565349544072948,2021,17.3
1906,ANTOINE WESLEY,ARI,24.0,15.0,4.0,0.0,0.0,,0.0,32.0,19.0,208.0,10.95,3.0,0.0,0.0,3.0,0.0,0.0,57.8,459,30,39.2,,0.0,,57.8,1.80625,2.1333333333333333,3.0421052631578944,0.1259259259259259,2021,20.8
1908,ADAM HUMPHRIES,WAS,28.0,17.0,11.0,0.0,0.0,,0.0,62.0,41.0,383.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,79.3,658,38,58.4,,0.0,,79.30000000000001,1.2790322580645164,3.647058823529412,1.934146341463415,0.1205167173252279,2021,38.300000000000004
1911,MARQUISE GOODWIN,CHI,31.0,14.0,2.0,2.0,-1.0,-0.5,0.0,40.0,20.0,313.0,15.65,1.0,1.0,0.0,1.0,0.0,0.0,57.2,393,28,35.0,,-0.1,-0.05,57.3,1.4325,2.857142857142857,2.865,0.1455470737913486,2021,31.3
1913,LIL'JORDAN HUMPHREY,NOR,23.0,10.0,4.0,0.0,0.0,,0.0,18.0,13.0,249.0,19.15,2.0,0.0,0.0,2.0,0.0,0.0,49.9,216,21,19.8,,0.0,,49.900000000000006,2.7722222222222226,1.8,3.838461538461539,0.2310185185185185,2021,24.900000000000002
1917,TYLER JOHNSON,TAM,23.0,17.0,3.0,0.0,0.0,,0.0,55.0,36.0,360.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,612,36,51.7,,0.0,,72.0,1.309090909090909,3.235294117647059,2.0,0.1176470588235294,2021,36.0
1923,CYRIL GRAYSON,TAM,28.0,5.0,3.0,1.0,14.0,14.0,0.0,12.0,10.0,212.0,21.2,2.0,0.0,0.0,2.0,0.0,0.0,44.6,127,25,37.9,,1.4,1.4,43.2,3.6,2.4,4.32,0.3511811023622047,2021,21.200000000000003
1924,CHRIS MOORE,HOU,28.0,12.0,1.0,0.0,0.0,,0.0,22.0,21.0,227.0,10.81,2.0,0.0,0.0,2.0,0.0,0.0,55.7,240,20,27.3,,0.0,,55.7,2.5318181818181817,1.8333333333333333,2.6523809523809527,0.2320833333333333,2021,22.700000000000003
1926,CHESTER ROGERS,TEN,27.0,16.0,2.0,1.0,9.0,9.0,0.0,43.0,30.0,301.0,10.03,1.0,4.0,1.0,1.0,0.0,0.0,65.0,464,29,39.2,,0.9,0.9,66.1,1.5372093023255813,2.6875,2.203333333333333,0.1400862068965517,2021,30.1
1927,QUINTEZ CEPHUS,DET,23.0,5.0,3.0,0.0,0.0,,0.0,22.0,15.0,204.0,13.6,2.0,0.0,0.0,2.0,1.0,0.0,49.4,212,42,60.4,,0.0,,47.400000000000006,2.1545454545454548,4.4,3.1600000000000006,0.2330188679245283,2021,20.400000000000002
1928,RASHARD HIGGINS,CLE,27.0,15.0,4.0,0.0,0.0,,0.0,47.0,24.0,275.0,11.46,1.0,0.0,0.0,1.0,0.0,0.0,57.5,509,33,46.0,,0.0,,57.5,1.2234042553191489,3.1333333333333333,2.395833333333333,0.1129666011787819,2021,27.5
1932,CAM SIMS,WAS,25.0,14.0,3.0,1.0,7.0,7.0,0.0,23.0,15.0,211.0,14.07,2.0,0.0,0.0,2.0,0.0,0.0,48.8,287,20,25.5,,0.7000000000000001,0.7000000000000001,48.1,2.091304347826087,1.6428571428571428,3.2066666666666666,0.1700348432055749,2021,21.1
1935,ISAIAH MCKENZIE,BUF,26.0,15.0,2.0,9.0,47.0,5.22,1.0,26.0,20.0,178.0,8.9,1.0,2.0,1.0,2.0,0.0,0.0,52.5,257,17,21.5,,10.7,1.1888888888888889,43.8,1.6846153846153844,1.7333333333333334,2.19,0.2042801556420233,2021,17.8
1937,MALIK TURNER,DAL,25.0,14.0,0.0,0.0,0.0,,0.0,16.0,12.0,149.0,12.42,3.0,0.0,0.0,3.0,0.0,0.0,44.9,126,9,12.5,,0.0,,44.9,2.80625,1.1428571428571428,3.7416666666666663,0.3563492063492063,2021,14.9
1943,BRANDON ZYLSTRA,CAR,28.0,13.0,3.0,0.0,0.0,,0.0,25.0,18.0,250.0,13.89,1.0,0.0,0.0,1.0,0.0,0.0,49.0,333,25,35.0,0.0,0.0,,49.0,1.96,1.9230769230769231,2.7222222222222223,0.1471471471471471,2021,25.0
1944,JOHN ROSS,NYG,26.0,10.0,1.0,1.0,16.0,16.0,0.0,20.0,11.0,224.0,20.36,1.0,1.0,0.0,1.0,0.0,0.0,41.0,213,21,23.6,,1.6,1.6,39.400000000000006,1.97,2.0,3.5818181818181825,0.1924882629107981,2021,22.400000000000002
1946,JAKEEM GRANT,2TM,29.0,15.0,0.0,5.0,33.0,6.6,0.0,17.0,11.0,132.0,12.0,2.0,3.0,3.0,3.0,0.0,0.0,39.5,148,9,13.9,,3.3000000000000003,0.66,36.2,2.1294117647058823,1.1333333333333333,3.290909090909091,0.2668918918918919,2021,13.200000000000001
1948,ISAIAH FORD,MIA,25.0,13.0,2.0,0.0,0.0,,0.0,17.0,12.0,161.0,13.42,2.0,0.0,0.0,2.0,0.0,0.0,40.1,142,10,15.9,,0.0,,40.1,2.3588235294117648,1.3076923076923077,3.341666666666667,0.2823943661971831,2021,16.1
1950,GREG WARD,PHI,26.0,17.0,0.0,0.0,0.0,,0.0,11.0,7.0,95.0,13.57,3.0,0.0,0.0,3.0,0.0,0.0,34.6,245,14,21.9,0.04,0.0,,34.5,3.136363636363636,0.6470588235294118,4.928571428571429,0.1412244897959183,2021,9.5
1952,TAVON AUSTIN,JAX,31.0,13.0,3.0,3.0,21.0,7.0,0.0,37.0,24.0,213.0,8.88,1.0,1.0,1.0,1.0,0.0,0.0,51.4,288,22,32.5,,2.1,0.7000000000000001,51.3,1.3864864864864863,2.8461538461538463,2.1375,0.1784722222222222,2021,21.3
1953,DJ CHARK,JAX,25.0,4.0,4.0,0.0,0.0,,0.0,22.0,7.0,154.0,22.0,2.0,0.0,0.0,2.0,0.0,0.0,34.4,169,42,66.5,,0.0,,34.4,1.5636363636363635,5.5,4.914285714285714,0.2035502958579881,2021,15.4
1955,RAY-RAY MCCLOUD,PIT,25.0,16.0,5.0,2.0,15.0,7.5,0.0,66.0,39.0,277.0,7.1,0.0,4.0,1.0,0.0,0.0,0.0,66.2,538,33,45.9,,1.5,0.75,66.7,1.0106060606060607,4.125,1.7102564102564104,0.1230483271375464,2021,27.700000000000003
1963,KENDALL HINTON,DEN,24.0,16.0,1.0,0.0,0.0,,0.0,23.0,15.0,175.0,11.67,1.0,0.0,0.0,1.0,0.0,0.0,38.5,258,16,25.4,0.04,0.0,,38.5,1.673913043478261,1.4375,2.566666666666667,0.1492248062015503,2021,17.5
1965,IHMIR SMITH-MARSETTE,MIN,22.0,8.0,1.0,0.0,0.0,,0.0,6.0,5.0,116.0,23.2,2.0,0.0,0.0,2.0,0.0,0.0,28.6,86,10,7.5,,0.0,,28.6,4.766666666666667,0.75,5.720000000000001,0.3325581395348837,2021,11.600000000000001
1972,ANTHONY SCHWARTZ,CLE,21.0,14.0,2.0,6.0,39.0,6.5,0.0,23.0,10.0,135.0,13.5,1.0,0.0,0.0,1.0,0.0,0.0,33.4,295,21,26.6,,3.9,0.65,29.5,1.2826086956521738,1.6428571428571428,2.95,0.1132203389830508,2021,13.5
1973,TAJAE SHARPE,ATL,27.0,15.0,7.0,0.0,0.0,,0.0,37.0,25.0,230.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,510,34,48.5,,0.0,,48.0,1.2972972972972974,2.466666666666667,1.92,0.0941176470588235,2021,23.0
1974,ALBERT WILSON,MIA,29.0,14.0,5.0,4.0,17.0,4.25,0.0,39.0,25.0,213.0,8.52,0.0,0.0,0.0,0.0,0.0,0.0,48.0,361,25,31.3,0.0,1.7000000000000002,0.425,46.3,1.1871794871794872,2.7857142857142856,1.852,0.1329639889196676,2021,21.3
1976,PARRIS CAMPBELL,IND,24.0,6.0,3.0,0.0,0.0,,0.0,20.0,10.0,162.0,16.2,1.0,0.0,0.0,1.0,0.0,0.0,32.2,177,29,39.4,,0.0,,32.2,1.61,3.333333333333333,3.22,0.1819209039548023,2021,16.2
1979,BRESHAD PERRIMAN,TAM,28.0,6.0,0.0,1.0,-3.0,-3.0,0.0,18.0,11.0,167.0,15.18,1.0,0.0,0.0,1.0,0.0,0.0,33.4,153,25,14.5,,-0.3,-0.3,33.7,1.8722222222222225,3.0,3.063636363636364,0.2183006535947712,2021,16.7
1986,JAMES PROCHE,BAL,25.0,14.0,0.0,0.0,0.0,,0.0,20.0,16.0,202.0,12.63,0.0,0.0,0.0,0.0,0.0,0.0,36.2,212,15,17.1,,0.0,,36.2,1.81,1.4285714285714286,2.2625,0.1707547169811321,2021,20.200000000000003
1987,JUJU SMITH-SCHUSTER,PIT,25.0,5.0,5.0,3.0,9.0,3.0,1.0,28.0,15.0,129.0,8.6,0.0,0.0,0.0,1.0,0.0,0.0,34.8,222,44,68.9,,6.9,2.3000000000000003,27.9,0.9964285714285712,5.6,1.86,0.1567567567567567,2021,12.9
1993,NOAH BROWN,DAL,25.0,13.0,1.0,0.0,0.0,,0.0,25.0,16.0,184.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,34.4,302,23,30.2,,0.0,,34.400000000000006,1.3760000000000003,1.9230769230769231,2.1500000000000004,0.1139072847682119,2021,18.400000000000002
1994,D'WAYNE ESKRIDGE,SEA,24.0,10.0,0.0,4.0,59.0,14.75,0.0,20.0,10.0,64.0,6.4,1.0,0.0,0.0,1.0,0.0,0.0,28.3,187,18,25.0,,5.9,1.475,22.4,1.12,2.0,2.24,0.1513368983957219,2021,6.4
1995,KHADAREL HODGE,DET,26.0,16.0,1.0,0.0,0.0,,0.0,27.0,13.0,157.0,12.08,0.0,0.0,0.0,0.0,1.0,0.0,30.7,246,15,22.3,,0.0,,28.700000000000003,1.062962962962963,1.6875,2.207692307692308,0.1247967479674796,2021,15.700000000000001
1997,MOHAMED SANU,SFO,32.0,8.0,0.0,0.0,0.0,,0.0,24.0,15.0,177.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,32.7,240,30,47.3,,0.0,,32.7,1.3625,3.0,2.18,0.13625,2021,17.7
2004,DYAMI BROWN,WAS,22.0,15.0,6.0,1.0,-4.0,-4.0,0.0,25.0,12.0,165.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,28.1,335,22,29.7,,-0.4,-0.4,28.5,1.14,1.6666666666666667,2.375,0.0838805970149253,2021,16.5
2005,N'KEAL HARRY,NWE,24.0,12.0,4.0,0.0,0.0,,0.0,22.0,12.0,184.0,15.33,0.0,1.0,1.0,0.0,0.0,0.0,28.4,326,27,36.2,,0.0,,30.4,1.3818181818181818,1.8333333333333333,2.5333333333333337,0.0871165644171779,2021,18.400000000000002
2006,MARCUS JOHNSON,TEN,27.0,7.0,3.0,2.0,-2.0,-1.0,0.0,19.0,9.0,160.0,17.78,0.0,0.0,0.0,0.0,0.0,0.0,24.8,200,28,43.8,,-0.2,-0.1,25.0,1.3157894736842106,2.7142857142857144,2.7777777777777777,0.124,2021,16.0
2007,TERRACE MARSHALL,CAR,21.0,13.0,3.0,0.0,0.0,,0.0,30.0,17.0,138.0,8.12,0.0,0.0,0.0,0.0,1.0,0.0,32.8,422,32,39.2,,0.0,,30.8,1.0266666666666666,2.3076923076923075,1.811764705882353,0.0777251184834123,2021,13.8
2009,KRISTIAN WILKERSON,NWE,24.0,3.0,1.0,0.0,0.0,,0.0,8.0,4.0,42.0,10.5,2.0,0.0,0.0,2.0,0.0,0.0,20.2,67,22,33.8,,0.0,,20.2,2.525,2.6666666666666665,5.05,0.3014925373134328,2021,4.2
2012,DANTE PETTIS,NYG,26.0,3.0,0.0,0.0,0.0,,0.0,16.0,10.0,87.0,8.7,1.0,1.0,0.0,1.0,0.0,0.0,25.3,82,27,39.6,0.64,0.0,,24.700000000000003,1.5437500000000002,5.333333333333333,2.47,0.3085365853658536,2021,8.700000000000001
2014,TRENT SHERFIELD,SFO,25.0,17.0,1.0,0.0,0.0,,0.0,20.0,9.0,87.0,9.67,1.0,0.0,0.0,1.0,0.0,0.0,23.7,265,15,24.3,,0.0,,23.700000000000003,1.185,1.1764705882352942,2.6333333333333337,0.0894339622641509,2021,8.700000000000001
2019,SCOTT MILLER,TAM,24.0,9.0,0.0,2.0,43.0,21.5,1.0,9.0,5.0,38.0,7.6,0.0,0.0,0.0,1.0,0.0,0.0,19.1,135,15,19.4,,10.3,5.15,8.8,0.977777777777778,1.0,1.7600000000000002,0.1414814814814814,2021,3.8000000000000003
2020,TY MONTGOMERY,NOR,28.0,14.0,3.0,15.0,44.0,2.93,0.0,26.0,16.0,95.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,29.9,300,21,27.5,,4.4,0.2933333333333333,25.5,0.9807692307692308,1.8571428571428568,1.59375,0.0996666666666666,2021,9.5
2025,DENZEL MIMS,NYJ,24.0,11.0,3.0,0.0,0.0,,0.0,23.0,8.0,133.0,16.63,0.0,0.0,0.0,0.0,0.0,0.0,21.3,279,25,25.1,,0.0,,21.3,0.9260869565217392,2.090909090909091,2.6625,0.0763440860215053,2021,13.3
2026,BEN SKOWRONEK,LAR,24.0,14.0,1.0,0.0,0.0,,0.0,20.0,11.0,133.0,12.09,0.0,0.0,0.0,0.0,0.0,0.0,24.3,178,12,16.3,,0.0,,24.3,1.215,1.4285714285714286,2.209090909090909,0.1365168539325842,2021,13.3
2028,KENNY STILLS,NOR,29.0,13.0,4.0,1.0,1.0,1.0,0.0,23.0,6.0,68.0,11.33,1.0,0.0,0.0,1.0,0.0,0.0,18.9,274,21,27.8,,0.1,0.1,18.8,0.8173913043478261,1.7692307692307692,3.1333333333333333,0.068978102189781,2021,6.800000000000001
2033,TOM KENNEDY,DET,25.0,12.0,0.0,0.0,0.0,,0.0,10.0,6.0,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,149,12,14.5,7.0,0.0,,11.4,1.14,0.8333333333333334,1.9,0.123489932885906,2021,5.4
2035,PHILLIP DORSETT,3TM,28.0,6.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,110.0,15.71,0.0,0.0,0.0,0.0,0.0,0.0,18.0,96,16,23.6,,0.0,0.0,18.0,1.2857142857142858,2.333333333333333,2.571428571428572,0.1875,2021,11.0
2037,DEZ FITZPATRICK,TEN,24.0,4.0,0.0,0.0,0.0,,0.0,8.0,5.0,49.0,9.8,1.0,0.0,0.0,1.0,0.0,0.0,15.9,99,24,18.1,,0.0,,15.9,1.9875,2.0,3.18,0.1606060606060606,2021,4.9
2040,COLLIN JOHNSON,NYG,24.0,12.0,1.0,0.0,0.0,,0.0,21.0,11.0,105.0,9.55,0.0,0.0,0.0,0.0,0.0,0.0,21.5,223,18,20.3,,0.0,,21.5,1.0238095238095235,1.75,1.9545454545454544,0.0964125560538116,2021,10.5
2045,JEFF SMITH,NYJ,24.0,12.0,3.0,1.0,-1.0,-1.0,0.0,17.0,8.0,113.0,14.13,0.0,0.0,0.0,0.0,0.0,0.0,19.2,218,18,19.6,,-0.1,-0.1,19.3,1.1352941176470588,1.4166666666666667,2.4125,0.0880733944954128,2021,11.3
2047,EQUANIMEOUS ST BROWN,GNB,25.0,13.0,2.0,3.0,14.0,4.67,0.0,17.0,9.0,98.0,10.89,0.0,0.0,0.0,0.0,0.0,0.0,20.2,241,22,29.3,,1.4,0.4666666666666667,18.8,1.1058823529411763,1.3076923076923077,2.088888888888889,0.0838174273858921,2021,9.8
2050,TRINITY BENSON,DET,24.0,8.0,2.0,0.0,0.0,,0.0,22.0,10.0,103.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,20.3,279,34,25.3,,0.0,,20.3,0.9227272727272728,2.75,2.03,0.0727598566308243,2021,10.3
2053,CHRIS HOGAN,NOR,34.0,5.0,1.0,0.0,0.0,,0.0,8.0,4.0,41.0,10.25,1.0,0.0,0.0,1.0,0.0,0.0,14.1,68,13,23.3,,0.0,,14.1,1.7625000000000002,1.6,3.5250000000000004,0.2073529411764705,2021,4.1000000000000005
2055,SHI SMITH,CAR,23.0,6.0,0.0,1.0,-3.0,-3.0,0.0,11.0,6.0,104.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,16.1,85,14,7.4,,-0.3,-0.3,16.4,1.4909090909090907,1.8333333333333333,2.733333333333333,0.1894117647058823,2021,10.4
2057,AUDEN TATE,CIN,24.0,7.0,0.0,0.0,0.0,,0.0,4.0,3.0,39.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,12.9,115,16,16.3,,0.0,,12.9,3.225,0.5714285714285714,4.3,0.1121739130434782,2021,3.9000000000000004
2058,CAMERON BATSON,TEN,26.0,4.0,0.0,2.0,15.0,7.5,0.0,5.0,2.0,15.0,7.5,1.0,0.0,0.0,1.0,0.0,0.0,11.0,62,15,14.2,,1.5,0.75,9.5,1.9,1.25,4.75,0.1774193548387097,2021,1.5
2059,JOSH GORDON,KAN,30.0,12.0,7.0,0.0,0.0,,0.0,14.0,5.0,32.0,6.4,1.0,0.0,0.0,1.0,0.0,0.0,14.2,219,18,23.5,,0.0,,14.2,1.0142857142857142,1.1666666666666667,2.84,0.0648401826484018,2021,3.2
2063,ANTHONY MILLER,2TM,27.0,3.0,1.0,0.0,0.0,,0.0,12.0,6.0,25.0,4.17,1.0,0.0,0.0,1.0,0.0,0.0,14.5,95,31,24.7,,0.0,,14.5,1.2083333333333333,4.0,2.4166666666666665,0.1526315789473684,2021,2.5
2067,DEZMON PATMON,IND,23.0,8.0,0.0,0.0,0.0,,0.0,4.0,2.0,21.0,10.5,1.0,0.0,0.0,1.0,0.0,0.0,10.1,64,8,11.1,,0.0,,10.1,2.525,0.5,5.05,0.1578125,2021,2.1
2070,PRESTON WILLIAMS,MIA,24.0,8.0,3.0,1.0,7.0,7.0,0.0,16.0,6.0,71.0,11.83,0.0,0.0,0.0,0.0,0.0,0.0,13.8,175,21,15.2,,0.7000000000000001,0.7000000000000001,13.1,0.8187500000000001,2.0,2.1833333333333336,0.0788571428571428,2021,7.1000000000000005
2071,KJ HAMLER,DEN,22.0,3.0,2.0,0.0,0.0,,0.0,10.0,5.0,74.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,88,29,43.6,,0.0,,12.4,1.24,3.333333333333333,2.48,0.1409090909090909,2021,7.4
2073,ANDRE ROBERTS,2TM,33.0,16.0,0.0,3.0,19.0,6.33,0.0,2.0,1.0,35.0,35.0,0.0,3.0,2.0,1.0,0.0,0.0,8.4,33,2,2.9,,1.9,0.6333333333333334,4.5,2.25,0.125,4.5,0.2545454545454546,2021,3.5
2075,DEDE WESTBROOK,MIN,28.0,15.0,0.0,0.0,0.0,,0.0,15.0,10.0,68.0,6.8,0.0,2.0,0.0,0.0,0.0,0.0,16.8,211,14,18.5,,0.0,,16.8,1.12,1.0,1.6800000000000002,0.0796208530805687,2021,6.800000000000001
2076,CJ BOARD,NYG,28.0,6.0,1.0,1.0,6.0,6.0,0.0,6.0,4.0,51.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,9.7,80,13,19.7,,0.6000000000000001,0.6000000000000001,9.1,1.5166666666666668,1.0,2.2750000000000004,0.12125,2021,5.1000000000000005
2078,JA'MARCUS BRADLEY,CLE,25.0,5.0,0.0,0.0,0.0,,0.0,4.0,4.0,64.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,79,15,17.4,,0.0,,10.4,2.6,0.8,2.6,0.1316455696202531,2021,6.4
2079,ALEX ERICKSON,CAR,29.0,17.0,0.0,0.0,0.0,,0.0,4.0,3.0,55.0,18.33,0.0,0.0,0.0,0.0,0.0,0.0,8.5,59,3,5.1,,0.0,,8.5,2.125,0.2352941176470588,2.833333333333333,0.1440677966101695,2021,5.5
2081,PENNY HART,SEA,25.0,17.0,0.0,0.0,0.0,,0.0,12.0,7.0,59.0,8.43,0.0,0.0,0.0,0.0,0.0,0.0,12.9,142,8,14.3,,0.0,,12.9,1.075,0.7058823529411765,1.842857142857143,0.0908450704225352,2021,5.9
2082,DAX MILNE,WAS,22.0,13.0,1.0,1.0,1.0,1.0,0.0,14.0,9.0,83.0,9.22,0.0,1.0,1.0,0.0,0.0,0.0,15.4,163,12,14.5,,0.1,0.1,17.3,1.2357142857142858,1.0769230769230769,1.9222222222222225,0.0944785276073619,2021,8.3
2083,JASON MOORE,LAC,26.0,2.0,1.0,0.0,0.0,,0.0,4.0,3.0,56.0,18.67,0.0,0.0,0.0,0.0,0.0,0.0,8.6,53,26,39.8,,0.0,,8.600000000000001,2.1500000000000004,2.0,2.866666666666667,0.1622641509433962,2021,5.6000000000000005
2084,BRANDON POWELL,LAR,26.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3,0,0.8,,0.0,,0.0,,,,2.0,2021,0.0
2085,AMARI RODGERS,GNB,22.0,16.0,1.0,1.0,11.0,11.0,0.0,8.0,4.0,45.0,11.25,0.0,2.0,0.0,0.0,0.0,0.0,9.6,103,6,9.2,,1.1,1.1,8.5,1.0625,0.5,2.125,0.0932038834951456,2021,4.5
2088,JAELON DARDEN,TAM,22.0,9.0,0.0,1.0,11.0,11.0,0.0,12.0,6.0,43.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,11.4,89,9,7.5,,1.1,1.1,10.3,0.8583333333333334,1.3333333333333333,1.7166666666666668,0.1280898876404494,2021,4.3
2093,MIKE THOMAS,CIN,27.0,12.0,1.0,0.0,0.0,,0.0,11.0,5.0,52.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,10.2,142,11,12.9,,0.0,,10.2,0.9272727272727272,0.9166666666666666,2.04,0.0718309859154929,2021,5.2
2095,JJ ARCEGA-WHITESIDE,PHI,25.0,16.0,2.0,0.0,0.0,,0.0,5.0,2.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,170,10,15.2,,0.0,,5.6,1.12,0.3125,2.8,0.0329411764705882,2021,3.6
2098,PHAROH COOPER,NYG,26.0,8.0,0.0,1.0,3.0,3.0,0.0,11.0,4.0,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,7.6,148,18,29.4,,0.3,0.3,7.300000000000001,0.6636363636363637,1.375,1.825,0.0513513513513513,2021,3.3000000000000003
2100,GREG DORTCH,ARI,23.0,5.0,2.0,1.0,24.0,24.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,34,6,9.9,,2.4000000000000004,2.4000000000000004,4.5,1.5,0.6,1.5,0.2029411764705882,2021,1.5
2104,DJ MONTGOMERY,NYJ,25.0,3.0,0.0,0.0,0.0,,0.0,6.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,50,16,27.0,,0.0,,6.6,1.1,2.0,2.2,0.132,2021,3.6
2105,GUNNER OLSZEWSKI,NWE,25.0,16.0,0.0,1.0,9.0,9.0,0.0,3.0,2.0,31.0,15.5,0.0,3.0,0.0,0.0,0.0,0.0,6.0,66,4,6.0,,0.9,0.9,5.1,1.7,0.1875,2.55,0.0909090909090909,2021,3.1
2106,CURTIS SAMUEL,WAS,25.0,5.0,1.0,4.0,11.0,2.75,0.0,9.0,6.0,27.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,9.8,84,16,8.9,,1.1,0.275,8.7,0.9666666666666666,1.8,1.45,0.1166666666666666,2021,2.7
2107,WILLIE SNEAD,2TM,29.0,9.0,0.0,0.0,0.0,,0.0,8.0,4.0,38.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,7.8,56,6,9.1,,0.0,,7.800000000000001,0.975,0.8888888888888888,1.95,0.1392857142857143,2021,3.8000000000000003
2108,TRENT TAYLOR,CIN,27.0,4.0,0.0,0.0,0.0,,0.0,3.0,2.0,41.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,6.1,33,8,13.0,,0.0,,6.1000000000000005,2.0333333333333337,0.75,3.0500000000000003,0.1848484848484848,2021,4.1000000000000005
2110,KEVIN WHITE,NOR,29.0,6.0,1.0,0.0,0.0,,0.0,5.0,1.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,54,9,12.9,,0.0,,4.800000000000001,0.9600000000000002,0.8333333333333334,4.800000000000001,0.0888888888888888,2021,3.8000000000000003
2111,JUWANN WINFREE,GNB,25.0,7.0,0.0,0.0,0.0,,0.0,13.0,8.0,58.0,7.25,0.0,2.0,1.0,0.0,0.0,0.0,11.8,143,20,31.4,,0.0,,13.8,1.0615384615384615,1.8571428571428568,1.725,0.0825174825174825,2021,5.800000000000001
2113,CHRISTIAN BLAKE,ATL,25.0,16.0,0.0,0.0,0.0,,0.0,9.0,4.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.5,110,6,10.5,,0.0,,6.5,0.7222222222222222,0.5625,1.625,0.059090909090909,2021,2.5
2114,DANIEL BROWN,NYJ,29.0,12.0,0.0,0.0,0.0,,0.0,2.0,2.0,29.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,38,3,4.2,,0.0,,4.9,2.45,0.1666666666666666,2.45,0.1289473684210526,2021,2.9000000000000004
