,Player,Tm,Age,G,GS,Att_Rush,Yds (Rush),Y/A,TD (Rush),Tgt,Rec,Yds_Rec,Yds_per_rec,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,Total_Snaps,Avg Snaps,TM SNAP %,PPR_PassAtt,PPR_Rush,PPR_RushAtt,Tot_PPR_Rec,PPR_Tgt,Tgt_gm,PPR_Rec,PPR_Snap,Year,PPR_Yards_Only
1039,D'WAYNE ESKRIDGE,SEA,26.0,4.0,0.0,2.0,5.0,2.5,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,18,4,3.2,,0.5,0.25,0.0,0.0,0.25,,0.0277777777777777,2023,0.0
1045,COLLIN JOHNSON,CHI,26.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,40,13,15.2,,0.0,,2.1,2.1,0.3333333333333333,2.1,0.0525,2023,1.1
1046,MASON KINSEY,TEN,25.0,6.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25,4,7.1,,0.0,,1.6,1.6,0.1666666666666666,1.6,0.064,2023,0.6000000000000001
1053,WILLIE SNEAD,SFO,31.0,4.0,0.0,0.0,0.0,,0.0,3.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,47,11,19.1,,0.0,,3.4000000000000004,1.1333333333333335,0.75,1.7000000000000002,0.0723404255319148,2023,1.4000000000000001
1054,MALIK TAYLOR,NYJ,28.0,3.0,0.0,0.0,0.0,,0.0,4.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,51,17,24.2,,0.0,,3.3,0.825,1.3333333333333333,1.65,0.0647058823529411,2023,1.3
1055,CODY THOMPSON,SEA,27.0,7.0,0.0,0.0,0.0,,0.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23,3,4.5,,0.0,,2.0,2.0,0.1428571428571428,2.0,0.0869565217391304,2023,1.0
1056,AUSTIN TRAMMELL,LAR,25.0,16.0,0.0,0.0,0.0,,0.0,7.0,4.0,29.0,7.25,0.0,3.0,1.0,0.0,0.0,0.0,4.9,73,4,6.8,,0.0,,6.9,0.9857142857142858,0.4375,1.725,0.0671232876712328,2023,2.9000000000000004
1060,COLTON DOWELL,TEN,24.0,10.0,1.0,0.0,0.0,,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,51,5,5.1,,0.0,,1.3,0.65,0.2,1.3,0.0254901960784313,2023,0.30000000000000004
1061,ANTOINE GREEN,DET,24.0,9.0,0.0,0.0,0.0,,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,106,11,9.0,,0.0,,1.2,0.6,0.2222222222222222,1.2,0.0113207547169811,2023,0.2
1063,KWAMIE LASSITER,CIN,25.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5,5,6.1,,0.0,,1.2,1.2,1.0,1.2,0.24,2023,0.2
1073,JAMES PROCHE,CLE,27.0,10.0,1.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,59,5,8.3,,0.0,,0.0,0.0,0.5,,-0.0338983050847457,2023,0.0
1074,TRENT TAYLOR,CHI,29.0,17.0,0.0,1.0,-2.0,-2.0,0.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,-2.2,123,7,10.8,,-0.2,-0.2,0.0,0.0,0.1176470588235294,,-0.0178861788617886,2023,0.0
1079,JUSTIN JEFFERSON,MIN,23.0,17.0,17.0,4.0,24.0,6.0,1.0,184.0,128.0,1809.0,14.13,8.0,0.0,0.0,9.0,1.0,0.0,368.7,1079,63,92.4,0.68,8.4,2.1,356.9,1.939673913043478,10.823529411764708,2.78828125,0.3417052826691381,2022,180.9
1082,DAVANTE ADAMS,LVR,30.0,17.0,17.0,3.0,-1.0,-0.33,0.0,180.0,100.0,1516.0,15.16,14.0,1.0,0.0,14.0,0.0,0.0,335.5,1044,61,94.7,,-0.1,-0.0333333333333333,335.6,1.8644444444444448,10.588235294117649,3.3560000000000003,0.321360153256705,2022,151.6
1085,TYREEK HILL,MIA,28.0,17.0,17.0,7.0,32.0,4.57,1.0,170.0,119.0,1710.0,14.37,7.0,1.0,0.0,9.0,0.0,0.0,347.2,800,47,75.7,,9.2,1.3142857142857145,332.0,1.952941176470588,10.0,2.7899159663865545,0.434,2022,171.0
1087,AJ BROWN,PHI,25.0,17.0,16.0,0.0,0.0,,0.0,145.0,88.0,1496.0,17.0,11.0,2.0,2.0,11.0,0.0,0.0,299.6,1004,59,85.2,,0.0,,303.6,2.093793103448276,8.529411764705882,3.45,0.298406374501992,2022,149.6
1088,STEFON DIGGS,BUF,29.0,16.0,16.0,1.0,-3.0,-3.0,0.0,154.0,108.0,1429.0,13.23,11.0,1.0,0.0,11.0,0.0,0.0,316.6,836,52,77.1,,-0.3,-0.3,316.9,2.0577922077922075,9.625,2.934259259259259,0.3787081339712919,2022,142.9
1090,CEEDEE LAMB,DAL,23.0,17.0,17.0,10.0,47.0,4.7,0.0,156.0,107.0,1359.0,12.7,9.0,0.0,0.0,9.0,0.0,0.0,301.6,1015,59,87.3,,4.7,0.47,296.9,1.903205128205128,9.176470588235292,2.7747663551401867,0.2971428571428571,2022,135.9
1093,JAYLEN WADDLE,MIA,24.0,17.0,17.0,3.0,26.0,8.67,0.0,117.0,75.0,1356.0,18.08,8.0,1.0,1.0,8.0,0.0,0.0,259.2,785,46,74.3,,2.6,0.8666666666666667,258.6,2.2102564102564104,6.882352941176471,3.4480000000000004,0.3301910828025478,2022,135.6
1098,AMARI COOPER,CLE,28.0,17.0,17.0,0.0,0.0,,0.0,132.0,78.0,1160.0,14.87,9.0,0.0,0.0,9.0,0.0,0.0,246.0,978,57,83.3,-2.0,0.0,,248.0,1.878787878787879,7.764705882352941,3.1794871794871797,0.2515337423312883,2022,116.0
1101,AMON-RA ST BROWN,DET,23.0,16.0,16.0,9.0,95.0,10.56,0.0,146.0,106.0,1161.0,10.95,6.0,0.0,0.0,6.0,0.0,0.0,267.6,832,52,72.9,,9.5,1.0555555555555556,258.1,1.7678082191780824,9.125,2.4349056603773587,0.3216346153846154,2022,116.10000000000001
1102,DEVONTA SMITH,PHI,24.0,17.0,17.0,0.0,0.0,,0.0,136.0,95.0,1196.0,12.59,7.0,1.0,1.0,7.0,0.0,0.0,254.6,1083,63,91.9,,0.0,,256.6,1.886764705882353,8.0,2.701052631578948,0.2350877192982456,2022,119.60000000000001
1104,CHRISTIAN KIRK,JAX,26.0,17.0,17.0,5.0,11.0,2.2,0.0,133.0,84.0,1108.0,13.19,8.0,1.0,1.0,8.0,0.0,0.0,241.9,991,58,88.2,0.0,1.1,0.22,242.8,1.8255639097744365,7.823529411764706,2.8904761904761904,0.2440968718466195,2022,110.80000000000001
1106,JA'MARR CHASE,CIN,22.0,12.0,12.0,5.0,8.0,1.6,0.0,134.0,87.0,1046.0,12.02,9.0,2.0,2.0,9.0,0.0,0.0,242.4,793,66,71.6,,0.8,0.16,245.6,1.8328358208955229,11.166666666666666,2.822988505747127,0.3056746532156368,2022,104.60000000000001
1109,TYLER LOCKETT,SEA,30.0,16.0,16.0,0.0,0.0,,0.0,117.0,84.0,1033.0,12.3,9.0,2.0,2.0,9.0,0.0,0.0,237.3,799,49,73.1,,0.0,,241.3,2.0623931623931626,7.3125,2.872619047619048,0.2969962453066333,2022,103.30000000000001
1110,TERRY MCLAURIN,WAS,27.0,17.0,17.0,7.0,29.0,4.14,0.0,120.0,77.0,1191.0,15.47,5.0,1.0,0.0,5.0,0.0,0.0,229.0,1063,62,89.3,,2.9000000000000004,0.4142857142857143,226.1,1.8841666666666668,7.0588235294117645,2.9363636363636365,0.2154280338664158,2022,119.10000000000001
1112,BRANDON AIYUK,SFO,24.0,17.0,17.0,2.0,23.0,11.5,0.0,114.0,78.0,1015.0,13.01,8.0,1.0,1.0,8.0,0.0,0.0,227.8,1002,58,91.1,,2.3000000000000003,1.15,227.5,1.9956140350877196,6.705882352941177,2.9166666666666665,0.2273453093812375,2022,101.5
1113,MIKE EVANS,TAM,29.0,15.0,15.0,0.0,0.0,,0.0,127.0,77.0,1124.0,14.6,6.0,0.0,0.0,6.0,0.0,0.0,225.4,931,62,80.9,,0.0,,225.4,1.7748031496062993,8.466666666666667,2.9272727272727272,0.2421052631578947,2022,112.4
1115,TEE HIGGINS,CIN,23.0,16.0,14.0,0.0,0.0,,0.0,109.0,74.0,1029.0,13.91,7.0,0.0,0.0,7.0,1.0,0.0,220.9,757,47,68.4,,0.0,,218.9,2.008256880733945,6.8125,2.958108108108108,0.2918097754293263,2022,102.9
1121,DK METCALF,SEA,25.0,17.0,17.0,0.0,0.0,,0.0,141.0,90.0,1048.0,11.64,6.0,2.0,2.0,6.0,0.0,0.0,226.8,893,52,81.7,,0.0,,230.8,1.6368794326241136,8.294117647058824,2.5644444444444447,0.2539753639417693,2022,104.80000000000001
1122,JERRY JEUDY,DEN,23.0,15.0,14.0,4.0,40.0,10.0,0.0,100.0,67.0,972.0,14.51,6.0,0.0,0.0,6.0,0.0,0.0,204.2,713,47,62.8,,4.0,1.0,200.2,2.002,6.666666666666667,2.988059701492537,0.2863955119214586,2022,97.2
1123,DJ MOORE,CAR,25.0,17.0,17.0,10.0,53.0,5.3,0.0,118.0,63.0,888.0,14.1,7.0,0.0,0.0,7.0,0.0,0.0,199.1,978,57,96.3,,5.300000000000001,0.53,193.8,1.6423728813559324,6.941176470588236,3.0761904761904764,0.2035787321063394,2022,88.80000000000001
1126,GARRETT WILSON,NYJ,22.0,17.0,12.0,4.0,4.0,1.0,0.0,147.0,83.0,1103.0,13.29,4.0,2.0,1.0,4.0,0.0,0.0,215.7,884,52,79.4,0.0,0.4,0.1,217.3,1.478231292517007,8.647058823529411,2.618072289156627,0.2440045248868778,2022,110.30000000000001
1132,COOPER KUPP,LAR,29.0,9.0,9.0,9.0,52.0,5.78,1.0,98.0,75.0,812.0,10.83,6.0,2.0,1.0,7.0,0.0,0.0,201.4,530,58,95.2,0.0,11.2,1.2444444444444445,192.2,1.9612244897959183,10.88888888888889,2.5626666666666664,0.38,2022,81.2
1133,CHRIS OLAVE,NOR,22.0,15.0,9.0,0.0,0.0,,0.0,119.0,72.0,1042.0,14.47,4.0,2.0,2.0,4.0,1.0,0.0,198.2,607,40,57.7,,0.0,,200.2,1.6823529411764704,7.933333333333334,2.7805555555555554,0.3265238879736408,2022,104.2
1135,GABRIEL DAVIS,BUF,23.0,15.0,15.0,0.0,0.0,,0.0,93.0,48.0,836.0,17.42,7.0,1.0,1.0,7.0,0.0,0.0,171.6,926,61,85.3,,0.0,,173.60000000000002,1.866666666666667,6.2,3.616666666666667,0.1853131749460043,2022,83.60000000000001
1136,CHRISTIAN WATSON,GNB,23.0,14.0,11.0,7.0,80.0,11.43,2.0,66.0,41.0,611.0,14.9,7.0,0.0,0.0,9.0,0.0,0.0,164.1,507,36,46.3,,20.0,2.857142857142857,144.1,2.183333333333333,4.714285714285714,3.5146341463414634,0.3236686390532544,2022,61.1
1139,CHRIS GODWIN,TAM,26.0,15.0,13.0,3.0,5.0,1.67,0.0,142.0,104.0,1023.0,9.84,3.0,2.0,2.0,3.0,1.0,0.0,222.8,880,58,72.4,,0.5,0.1666666666666666,224.3,1.5795774647887324,9.466666666666669,2.1567307692307693,0.2531818181818182,2022,102.30000000000001
1143,MICHAEL PITTMAN,IND,25.0,16.0,16.0,3.0,30.0,10.0,0.0,141.0,99.0,925.0,9.34,4.0,2.0,1.0,4.0,0.0,0.0,216.5,1065,66,92.5,,3.0,1.0,215.5,1.5283687943262412,8.8125,2.176767676767677,0.2032863849765258,2022,92.5
1144,ZAY JONES,JAX,27.0,16.0,15.0,4.0,18.0,4.5,0.0,121.0,82.0,823.0,10.04,5.0,0.0,0.0,5.0,1.0,0.0,198.1,930,58,82.8,,1.8,0.45,194.3,1.6057851239669425,7.5625,2.3695121951219518,0.213010752688172,2022,82.30000000000001
1179,ALLEN LAZARD,GNB,27.0,15.0,15.0,2.0,0.0,0.0,0.0,100.0,60.0,788.0,13.13,6.0,0.0,0.0,6.0,0.0,0.0,174.8,863,57,78.9,,0.0,0.0,174.8,1.7480000000000002,6.666666666666667,2.9133333333333336,0.2025492468134415,2022,78.80000000000001
1180,GEORGE PICKENS,PIT,21.0,17.0,12.0,3.0,24.0,8.0,1.0,84.0,52.0,801.0,15.4,4.0,0.0,0.0,5.0,1.0,0.0,166.5,882,51,76.0,,8.4,2.8000000000000003,156.10000000000002,1.8583333333333336,4.941176470588236,3.0019230769230774,0.1887755102040816,2022,80.10000000000001
1181,MIKE WILLIAMS,LAC,28.0,13.0,13.0,0.0,0.0,,0.0,93.0,63.0,895.0,14.21,4.0,0.0,0.0,4.0,0.0,0.0,176.5,703,54,59.0,,0.0,,176.5,1.8978494623655917,7.153846153846154,2.8015873015873014,0.2510668563300142,2022,89.5
1182,JAKOBI MEYERS,NWE,26.0,14.0,13.0,2.0,-11.0,-5.5,0.0,96.0,67.0,804.0,12.0,6.0,2.0,2.0,6.0,1.0,0.0,180.3,690,49,65.6,,-1.1,-0.55,183.4,1.9104166666666669,6.857142857142857,2.737313432835821,0.2613043478260869,2022,80.4
1184,CURTIS SAMUEL,WAS,26.0,17.0,12.0,38.0,187.0,4.92,1.0,92.0,64.0,656.0,10.25,4.0,1.0,1.0,5.0,0.0,0.0,176.3,850,50,71.4,,24.7,0.65,153.60000000000002,1.6695652173913047,5.411764705882353,2.4000000000000004,0.2074117647058823,2022,65.60000000000001
1185,DEEBO SAMUEL,SFO,26.0,13.0,12.0,42.0,232.0,5.52,3.0,94.0,56.0,632.0,11.29,2.0,3.0,2.0,5.0,0.0,0.0,168.4,659,50,59.9,,41.2,0.980952380952381,131.2,1.3957446808510636,7.230769230769231,2.3428571428571425,0.2555386949924128,2022,63.2
1186,ADAM THIELEN,MIN,32.0,17.0,17.0,1.0,4.0,4.0,0.0,107.0,70.0,716.0,10.23,6.0,0.0,0.0,6.0,1.0,0.0,180.0,1042,61,89.2,,0.4,0.4,177.60000000000002,1.6598130841121497,6.294117647058823,2.5371428571428574,0.1727447216890595,2022,71.60000000000001
1187,TYLER BOYD,CIN,28.0,16.0,14.0,0.0,0.0,,0.0,82.0,58.0,762.0,13.14,5.0,0.0,0.0,5.0,1.0,0.0,167.1,797,49,72.0,0.92,0.0,,164.2,2.002439024390244,5.125,2.8310344827586205,0.2096612296110414,2022,76.2
1190,DRAKE LONDON,ATL,21.0,17.0,15.0,0.0,0.0,,0.0,117.0,72.0,866.0,12.03,4.0,3.0,3.0,4.0,1.0,0.0,178.6,819,48,77.9,,0.0,,182.6,1.560683760683761,6.882352941176471,2.5361111111111114,0.218070818070818,2022,86.60000000000001
1191,JUJU SMITH-SCHUSTER,KAN,26.0,16.0,14.0,0.0,0.0,,0.0,101.0,78.0,933.0,11.96,3.0,3.0,2.0,3.0,0.0,0.0,185.3,765,47,66.6,,0.0,,189.3,1.8742574257425744,6.3125,2.426923076923077,0.2422222222222222,2022,93.30000000000001
1192,DONOVAN PEOPLES-JONES,CLE,23.0,17.0,14.0,1.0,2.0,2.0,0.0,96.0,61.0,839.0,13.75,3.0,1.0,1.0,4.0,0.0,0.0,167.1,1055,62,89.9,,0.2,0.2,162.9,1.696875,5.647058823529412,2.6704918032786886,0.158388625592417,2022,83.9
1196,KEENAN ALLEN,LAC,30.0,10.0,10.0,1.0,8.0,8.0,0.0,89.0,66.0,752.0,11.39,4.0,1.0,1.0,4.0,0.0,0.0,164.0,515,51,43.2,,0.8,0.8,165.2,1.8561797752808988,8.9,2.503030303030303,0.3184466019417475,2022,75.2
1198,MACK HOLLINS,LVR,29.0,17.0,16.0,4.0,40.0,10.0,0.0,94.0,57.0,690.0,12.11,4.0,0.0,0.0,4.0,0.0,0.0,154.2,1030,60,93.5,0.16,4.0,1.0,150.0,1.5957446808510638,5.529411764705882,2.631578947368421,0.1497087378640776,2022,69.0
1199,JOSH PALMER,LAC,23.0,16.0,11.0,1.0,4.0,4.0,0.0,107.0,72.0,769.0,10.68,3.0,1.0,0.0,3.0,1.0,0.0,169.3,898,56,75.3,,0.4,0.4,166.9,1.5598130841121496,6.6875,2.3180555555555555,0.1885300668151447,2022,76.9
1200,JAHAN DOTSON,WAS,22.0,12.0,10.0,2.0,-7.0,-3.5,0.0,61.0,35.0,523.0,14.94,7.0,0.0,0.0,7.0,1.0,0.0,130.6,651,54,54.7,,-0.7000000000000001,-0.35,129.3,2.1196721311475413,5.083333333333333,3.6942857142857135,0.2006144393241167,2022,52.300000000000004
1202,KJ OSBORN,MIN,25.0,17.0,9.0,3.0,6.0,2.0,0.0,90.0,60.0,650.0,10.83,5.0,1.0,0.0,5.0,0.0,0.0,155.6,873,51,74.7,,0.6000000000000001,0.2,155.0,1.7222222222222223,5.294117647058823,2.583333333333333,0.1782359679266895,2022,65.0
1203,DIONTAE JOHNSON,PIT,26.0,17.0,17.0,7.0,25.0,3.57,0.0,147.0,86.0,882.0,10.26,0.0,1.0,0.0,0.0,2.0,0.0,180.7,1042,61,89.8,,2.5,0.3571428571428571,174.2,1.185034013605442,8.647058823529411,2.025581395348837,0.1734165067178502,2022,88.2
1204,COURTLAND SUTTON,DEN,27.0,15.0,15.0,1.0,5.0,5.0,0.0,109.0,64.0,829.0,12.95,2.0,0.0,0.0,2.0,0.0,0.0,159.4,882,58,77.6,,0.5,0.5,158.9,1.4577981651376146,7.266666666666667,2.4828125,0.1807256235827664,2022,82.9
1206,MARQUISE BROWN,ARI,25.0,12.0,10.0,1.0,1.0,1.0,0.0,107.0,67.0,709.0,10.58,3.0,1.0,0.0,3.0,0.0,0.0,156.0,783,65,91.2,,0.1,0.1,155.9,1.457009345794393,8.916666666666666,2.3268656716417917,0.1992337164750957,2022,70.9
1207,BRANDIN COOKS,HOU,29.0,13.0,13.0,2.0,7.0,3.5,0.0,93.0,57.0,699.0,12.26,3.0,0.0,0.0,3.0,0.0,0.0,145.6,657,50,61.8,,0.7000000000000001,0.35,144.9,1.5580645161290323,7.153846153846154,2.542105263157895,0.2216133942161339,2022,69.9
1209,DEANDRE HOPKINS,ARI,30.0,9.0,9.0,0.0,0.0,,0.0,96.0,64.0,717.0,11.2,3.0,2.0,1.0,3.0,0.0,0.0,151.7,555,61,73.6,,0.0,,153.7,1.6010416666666665,10.666666666666666,2.4015625,0.2733333333333333,2022,71.7
1211,PARRIS CAMPBELL,IND,25.0,17.0,16.0,5.0,58.0,11.6,0.0,91.0,63.0,623.0,9.89,3.0,1.0,0.0,3.0,0.0,0.0,149.1,980,57,85.1,,5.800000000000001,1.16,143.3,1.574725274725275,5.352941176470588,2.274603174603175,0.1521428571428571,2022,62.300000000000004
1220,DARIUS SLAYTON,NYG,25.0,16.0,11.0,0.0,0.0,,0.0,71.0,46.0,724.0,15.74,2.0,2.0,1.0,2.0,0.0,0.0,128.4,698,43,61.5,,0.0,,130.4,1.8366197183098592,4.4375,2.834782608695652,0.1839541547277937,2022,72.4
1224,MARQUEZ VALDES-SCANTLING,KAN,28.0,17.0,11.0,1.0,-3.0,-3.0,0.0,81.0,42.0,687.0,16.36,2.0,0.0,0.0,2.0,0.0,0.0,122.4,777,45,67.6,,-0.3,-0.3,122.7,1.5148148148148148,4.764705882352941,2.921428571428572,0.1575289575289575,2022,68.7
1225,DEVIN DUVERNAY,BAL,25.0,14.0,13.0,12.0,84.0,7.0,1.0,49.0,37.0,407.0,11.0,3.0,1.0,0.0,5.0,0.0,0.0,116.1,632,45,69.1,,14.4,1.2,95.7,1.953061224489796,3.5,2.5864864864864865,0.1837025316455696,2022,40.7
1226,ISAIAH MCKENZIE,BUF,27.0,15.0,8.0,9.0,55.0,6.11,1.0,65.0,42.0,423.0,10.07,4.0,0.0,0.0,5.0,0.0,0.0,119.8,555,37,51.2,,11.5,1.2777777777777777,108.3,1.6661538461538463,4.333333333333333,2.5785714285714287,0.2158558558558558,2022,42.300000000000004
1228,RICHIE JAMES,NYG,27.0,17.0,4.0,2.0,6.0,3.0,0.0,70.0,57.0,569.0,9.98,4.0,3.0,3.0,4.0,0.0,0.0,132.5,524,30,46.2,,0.6000000000000001,0.3,137.9,1.97,4.117647058823529,2.4192982456140357,0.2528625954198473,2022,56.900000000000006
1235,RUSSELL GAGE,TAM,26.0,13.0,4.0,0.0,0.0,,0.0,70.0,51.0,426.0,8.35,5.0,1.0,1.0,5.0,1.0,0.0,123.6,529,40,43.5,,0.0,,123.6,1.7657142857142856,5.384615384615385,2.4235294117647057,0.2336483931947069,2022,42.6
1237,RASHID SHAHEED,NOR,24.0,12.0,6.0,4.0,57.0,14.25,1.0,34.0,28.0,488.0,17.43,2.0,1.0,0.0,3.0,0.0,0.0,100.5,298,24,41.6,,11.7,2.925,88.80000000000001,2.611764705882353,2.833333333333333,3.171428571428572,0.337248322147651,2022,48.800000000000004
1238,NOAH BROWN,DAL,26.0,16.0,13.0,0.0,0.0,,0.0,74.0,43.0,555.0,12.91,3.0,1.0,1.0,3.0,0.0,0.0,114.5,822,51,70.7,,0.0,,116.5,1.5743243243243243,4.625,2.7093023255813957,0.139294403892944,2022,55.5
1239,DEVANTE PARKER,NWE,29.0,13.0,11.0,0.0,0.0,,0.0,47.0,31.0,539.0,17.39,3.0,0.0,0.0,3.0,0.0,0.0,102.9,545,41,51.8,,0.0,,102.9,2.18936170212766,3.615384615384616,3.3193548387096774,0.1888073394495412,2022,53.900000000000006
1240,MARVIN JONES,JAX,32.0,16.0,10.0,0.0,0.0,,0.0,81.0,46.0,529.0,11.5,3.0,0.0,0.0,3.0,0.0,0.0,116.9,700,43,62.3,,0.0,,116.9,1.44320987654321,5.0625,2.5413043478260877,0.167,2022,52.900000000000006
1241,ALEC PIERCE,IND,22.0,16.0,12.0,0.0,0.0,,0.0,78.0,41.0,593.0,14.46,2.0,1.0,0.0,2.0,0.0,0.0,112.3,725,45,63.0,,0.0,,112.3,1.43974358974359,4.875,2.7390243902439027,0.1548965517241379,2022,59.300000000000004
1242,OLAMIDE ZACCHEAUS,ATL,25.0,17.0,13.0,2.0,7.0,3.5,0.0,61.0,40.0,533.0,13.33,3.0,1.0,1.0,3.0,0.0,0.0,110.0,737,43,70.1,,0.7000000000000001,0.35,111.3,1.8245901639344264,3.588235294117647,2.7825,0.1492537313432835,2022,53.300000000000004
1244,MECOLE HARDMAN,KAN,24.0,8.0,5.0,4.0,31.0,7.75,2.0,34.0,25.0,297.0,11.88,4.0,1.0,0.0,6.0,0.0,0.0,93.8,303,37,43.6,,15.1,3.775,78.7,2.3147058823529414,4.25,3.148,0.3095709570957096,2022,29.700000000000003
1245,KALIF RAYMOND,DET,28.0,17.0,7.0,7.0,36.0,5.14,0.0,64.0,47.0,616.0,13.11,0.0,3.0,1.0,1.0,0.0,0.0,116.2,555,32,48.6,,3.6,0.5142857142857143,108.6,1.696875,3.764705882352941,2.31063829787234,0.2093693693693693,2022,61.6
1246,DJ CHARK,DET,26.0,11.0,10.0,0.0,0.0,,0.0,52.0,30.0,502.0,16.73,3.0,0.0,0.0,3.0,0.0,0.0,98.2,534,48,59.4,,0.0,,98.2,1.8884615384615384,4.727272727272728,3.273333333333333,0.1838951310861423,2022,50.2
1247,CHRIS MOORE,HOU,29.0,16.0,7.0,3.0,3.0,1.0,0.0,74.0,48.0,548.0,11.42,2.0,0.0,0.0,2.0,0.0,0.0,115.1,678,42,63.8,,0.3,0.1,114.8,1.5513513513513515,4.625,2.391666666666667,0.16976401179941,2022,54.800000000000004
1248,DEANDRE CARTER,LAC,29.0,17.0,7.0,2.0,-15.0,-7.5,0.0,65.0,46.0,538.0,11.7,3.0,3.0,2.0,3.0,0.0,0.0,112.3,698,41,58.6,,-1.5,-0.75,117.8,1.8123076923076924,3.823529411764706,2.5608695652173914,0.1608882521489971,2022,53.800000000000004
1249,COREY DAVIS,NYJ,27.0,13.0,10.0,0.0,0.0,,0.0,64.0,32.0,536.0,16.75,2.0,0.0,0.0,2.0,0.0,0.0,97.6,617,47,55.4,,0.0,,97.6,1.525,4.923076923076923,3.05,0.1581847649918962,2022,53.6
1250,MICHAEL GALLUP,DAL,26.0,14.0,11.0,0.0,0.0,,0.0,74.0,39.0,424.0,10.87,4.0,0.0,0.0,4.0,0.0,0.0,105.4,738,52,63.5,,0.0,,105.4,1.4243243243243244,5.285714285714286,2.7025641025641027,0.1428184281842818,2022,42.400000000000006
1252,JOSH REYNOLDS,DET,27.0,14.0,11.0,0.0,0.0,,0.0,59.0,38.0,479.0,12.61,3.0,0.0,0.0,3.0,0.0,0.0,103.9,625,44,54.7,,0.0,,103.9,1.7610169491525425,4.214285714285714,2.7342105263157896,0.16624,2022,47.900000000000006
1257,MARQUISE GOODWIN,SEA,32.0,13.0,2.0,2.0,5.0,2.5,0.0,42.0,27.0,387.0,14.33,4.0,0.0,0.0,4.0,0.0,0.0,90.2,420,32,44.2,,0.5,0.25,89.7,2.1357142857142857,3.230769230769231,3.3222222222222224,0.2147619047619047,2022,38.7
1259,ISAIAH HODGINS,2TM,24.0,10.0,5.0,0.0,0.0,,0.0,48.0,37.0,392.0,10.59,4.0,1.0,1.0,4.0,1.0,0.0,100.2,433,43,55.2,,0.0,,100.2,2.0875,4.8,2.708108108108108,0.2314087759815242,2022,39.2
1260,ROBERT WOODS,TEN,30.0,17.0,15.0,0.0,0.0,,0.0,91.0,53.0,527.0,9.94,2.0,1.0,1.0,2.0,0.0,0.0,115.7,809,47,78.2,,0.0,,117.7,1.2934065934065937,5.352941176470588,2.220754716981132,0.1430160692212608,2022,52.7
1262,DARNELL MOONEY,CHI,25.0,12.0,12.0,1.0,2.0,2.0,0.0,61.0,40.0,493.0,12.33,2.0,0.0,0.0,2.0,0.0,0.0,101.5,630,52,83.2,,0.2,0.2,101.3,1.6606557377049185,5.083333333333333,2.5325,0.1611111111111111,2022,49.300000000000004
1263,TREYLON BURKS,TEN,22.0,11.0,6.0,4.0,47.0,11.75,0.0,54.0,33.0,444.0,13.45,1.0,0.0,0.0,2.0,0.0,0.0,94.1,393,35,48.9,,4.7,1.175,83.4,1.5444444444444445,4.909090909090909,2.527272727272728,0.2394402035623409,2022,44.400000000000006
1264,GREG DORTCH,ARI,24.0,16.0,4.0,7.0,44.0,6.29,0.0,64.0,52.0,467.0,8.98,2.0,1.0,1.0,2.0,0.0,0.0,113.1,513,32,42.6,,4.4,0.6285714285714287,110.7,1.7296875,4.0,2.128846153846154,0.2204678362573099,2022,46.7
1265,NICO COLLINS,HOU,23.0,10.0,7.0,0.0,0.0,,0.0,66.0,37.0,481.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,97.1,442,44,51.3,,0.0,,97.1,1.4712121212121212,6.6,2.6243243243243244,0.219683257918552,2022,48.1
1266,ROMEO DOUBS,GNB,22.0,13.0,7.0,1.0,11.0,11.0,0.0,67.0,42.0,425.0,10.12,3.0,2.0,1.0,3.0,0.0,0.0,101.6,529,40,48.4,,1.1,1.1,102.5,1.5298507462686568,5.153846153846154,2.4404761904761907,0.1920604914933837,2022,42.5
1267,CHASE CLAYPOOL,2TM,24.0,15.0,11.0,9.0,59.0,6.56,0.0,79.0,46.0,451.0,9.8,1.0,1.0,1.0,1.0,0.0,0.0,105.0,662,44,61.7,4.04,5.9,0.6555555555555556,97.1,1.2291139240506328,5.266666666666667,2.110869565217391,0.1586102719033232,2022,45.1
