Player,Tm,FantPos,Age,G,GS,Cmp,Att (Pass),Yds (Pass),TD (Pass),Int,Att (Rush),Yds (Rush),Y/A (Rush),TD (Rush),Tgt (Rec),Receptions,Yds (Rec),Y/R,TD (Rec),Fmb,FL,TD,2PM,2PP,PPR,PosRank
Trent Sherfield,MIN,WR,28,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,8.0,83.0,10.38,1.0,0.0,0.0,1,0.0,0.0,22.3,139
Tyrell Shavers,BUF,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,69.0,69.0,1.0,0.0,0.0,1,0.0,0.0,13.9,140
Xavier Hutchinson,HOU,WR,24,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,12.0,117.0,9.75,0.0,0.0,0.0,0,0.0,0.0,23.7,142
Rakim Jarrett,TAM,WR,23,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,9.0,124.0,13.78,0.0,0.0,0.0,0,0.0,0.0,21.4,141
K.J. Osborn,2TM,WR,27,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,7.0,57.0,8.14,1.0,0.0,0.0,1,0.0,0.0,18.7,143
Jermaine Burton,CIN,WR,23,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,107.0,26.75,0.0,0.0,0.0,0,0.0,0.0,14.7,145
Simi Fehoko,LAC,WR,27,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,6.0,106.0,17.67,0.0,0.0,0.0,0,0.0,0.0,16.6,147
Tay Martin,TEN,WR,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,49.0,49.0,1.0,0.0,0.0,1,0.0,0.0,11.9,144
Ainias Smith,PHI,WR,23,7,1,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,9.0,7.0,41.0,5.86,1.0,0.0,0.0,1,0.0,0.0,17.7,146
Bryce Oliver,TEN,WR,24,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,6.0,95.0,15.83,0.0,0.0,0.0,0,0.0,0.0,15.5,150
Mason Tipton,NOR,WR,24,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,26.0,14.0,99.0,7.07,0.0,0.0,0.0,0,0.0,0.0,23.9,148
Johnny Wilson,PHI,WR,23,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,5.0,38.0,7.6,1.0,0.0,0.0,1,0.0,0.0,14.8,149
Marquise Brown,KAN,WR,27,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,9.0,91.0,10.11,0.0,0.0,0.0,0,0.0,0.0,18.1,151
Parris Campbell,PHI,WR,27,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,30.0,5.0,1.0,0.0,0.0,1,0.0,0.0,15.0,153
DJ Chark,LAC,WR,28,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,4.0,31.0,7.75,1.0,0.0,0.0,1,0.0,0.0,13.1,152
Chris Conley,SFO,WR,32,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,6.0,76.0,12.67,0.0,0.0,0.0,0,0.0,0.0,13.6,161
Devin Duvernay,JAX,WR,27,13,1,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,0.0,16.0,11.0,79.0,7.18,0.0,1.0,0.0,0,0.0,0.0,19.2,156
Ryan Flournoy,DAL,WR,25,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,10.0,102.0,10.2,0.0,1.0,1.0,0,0.0,0.0,18.2,157
Xavier Gipson,NYJ,WR,23,17,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,10.0,6.0,39.0,6.5,1.0,4.0,1.0,1,0.0,0.0,14.4,154
Zay Jones,ARI,WR,29,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,8.0,84.0,10.5,0.0,0.0,0.0,0,0.0,0.0,16.4,155
Jalen Reagor,LAC,WR,25,8,2,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,-1.0,0.0,12.0,7.0,100.0,14.29,0.0,1.0,1.0,0,0.0,0.0,14.7,160
Devontez Walker,BAL,WR,23,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,21.0,21.0,1.0,0.0,0.0,1,0.0,0.0,9.1,158
Kristian Wilkerson,LVR,WR,27,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,18.0,9.0,1.0,0.0,0.0,1,0.0,0.0,9.8,159
Jacob Cowing,SFO,WR,23,15,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,6.0,4.0,80.0,20.0,0.0,2.0,1.0,0,0.0,0.0,10.7,165
River Cracraft,MIA,WR,30,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,66.0,9.43,0.0,0.0,0.0,0,0.0,0.0,13.6,166
Scott Miller,PIT,WR,27,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,5.0,69.0,13.8,0.0,0.0,0.0,0,0.0,0.0,11.9,163
Brandon Powell,MIN,WR,29,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,71.0,10.14,0.0,1.0,0.0,0,0.0,0.0,14.1,162
Ben Skowronek,PIT,WR,27,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,69.0,13.8,0.0,0.0,0.0,0,0.0,0.0,11.9,164
Michael Woods II,CLE,WR,24,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,7.0,65.0,9.29,0.0,0.0,0.0,0,0.0,0.0,13.5,167
Odell Beckham Jr.,MIA,WR,32,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,9.0,55.0,6.11,0.0,0.0,0.0,0,0.0,0.0,14.5,171
Jalin Hyatt,NYG,WR,23,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,8.0,62.0,7.75,0.0,0.0,0.0,0,0.0,0.0,14.2,168
Laviska Shenault Jr.,2TM,WR,26,12,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,36.0,7.2,0.0,2.0,2.0,1,0.0,0.0,10.7,170
Ihmir Smith-Marsette,NYG,WR,25,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1,0.0,0.0,6.0,169
DeAndre Carter,CHI,WR,31,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,72.0,8.0,0.0,1.0,1.0,0,0.0,0.0,14.2,172
Charlie Jones,CIN,WR,26,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,0.0,2.0,1.0,1,0.0,0.0,5.5,175
Nikko Remigio,KAN,WR,25,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,48.0,24.0,0.0,1.0,0.0,0,0.0,0.0,6.8,173
Tyquan Thornton,NWE,WR,24,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,47.0,11.75,0.0,0.0,0.0,0,0.0,0.0,8.7,174
Treylon Burks,TEN,WR,24,5,2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,8.0,4.0,34.0,8.5,0.0,0.0,0.0,0,0.0,0.0,7.5,182
Dan Chisena,CAR,WR,27,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,37.0,12.33,0.0,0.0,0.0,0,0.0,0.0,6.7,181
D'Wayne Eskridge,MIA,WR,27,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,44.0,14.67,0.0,0.0,0.0,0,0.0,0.0,7.4,176
Tim Jones,JAX,WR,26,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,41.0,13.67,0.0,0.0,0.0,0,0.0,0.0,7.1,179
Terrace Marshall Jr.,LVR,WR,24,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,41.0,13.67,0.0,0.0,0.0,0,0.0,0.0,7.1,180
Xavier Smith,LAR,WR,27,15,0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,9.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0,0.0,0.0,6.2,178
Cody White,SEA,WR,26,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,44.0,22.0,0.0,0.0,0.0,0,0.0,0.0,6.4,177
Alex Bachman,LVR,WR,28,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,31.0,10.33,0.0,0.0,0.0,0,0.0,0.0,6.1,184
David Bell,CLE,WR,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,27.0,9.0,0.0,0.0,0.0,0,0.0,0.0,5.7,186
Britain Covey,PHI,WR,27,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,7.0,34.0,4.86,0.0,0.0,0.0,0,0.0,0.0,10.4,183
Allen Robinson,DET,WR,31,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,30.0,10.0,0.0,0.0,0.0,0,0.0,0.0,6.0,185
Deven Thompkins,CAR,WR,25,7,0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,4.0,4.0,20.0,5.0,0.0,0.0,0.0,0,0.0,0.0,6.7,187
Ronnie Bell,SFO,WR,24,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,22.0,11.0,0.0,0.0,0.0,0,0.0,0.0,4.2,189
Chris Blair,ATL,WR,27,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,17.0,17.0,0.0,0.0,0.0,0,0.0,0.0,2.7,193
Malachi Corley,NYJ,WR,22,9,1,0.0,0.0,0.0,0.0,0.0,2.0,26.0,13.0,0.0,6.0,3.0,16.0,5.33,0.0,1.0,1.0,0,0.0,0.0,5.2,190
Anthony Gould,IND,WR,23,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,23.0,23.0,0.0,0.0,0.0,0,0.0,0.0,3.3,188
Trenton Irwin,CIN,WR,29,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,3.0,15.0,5.0,0.0,0.0,0.0,0,0.0,0.0,4.5,196
Mason Kinsey,TEN,WR,26,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,17.0,8.5,0.0,0.0,0.0,0,0.0,0.0,3.7,194
Anthony Miller,BAL,WR,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,16.0,16.0,0.0,0.0,0.0,0,0.0,0.0,2.6,195
Jamari Thrash,CLE,WR,24,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,22.0,7.33,0.0,0.0,0.0,0,0.0,0.0,5.2,191
Austin Trammell,JAX,WR,26,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,40.0,20.0,0.0,1.0,1.0,0,0.0,0.0,4.0,192
Robbie Chosen,MIA,WR,31,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,1.5,211
Javon Baker,NWE,WR,22,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,12.0,12.0,0.0,0.0,0.0,0,0.0,0.0,2.2,198
Jaelon Darden,2TM,WR,25,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,1.6,207
Grant Dubose,MIA,WR,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,11.0,5.5,0.0,0.0,0.0,0,0.0,0.0,3.1,200
Isaiah Hodgins,NYG,WR,26,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,12.0,6.0,0.0,0.0,0.0,0,0.0,0.0,3.2,199
Brandon Johnson,PIT,WR,26,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0,0.0,0.0,1.9,204
Collin Johnson,CHI,WR,27,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,1.6,208
Kameron Johnson,TAM,WR,22,5,0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1.1,201
Ramel Keyton,LVR,WR,24,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,0,0.0,0.0,1.7,206
Tyreik McAllister,LVR,WR,26,3,0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1.1,202
Kendric Pryor,CIN,WR,26,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0,0.0,0.0,1.9,205
John Ross,PHI,WR,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,1.6,209
Tyler Scott,CHI,WR,23,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,1.5,212
Trent Taylor,SFO,WR,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0,0.0,0.0,2.1,203
Casey Washington,ATL,WR,23,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,14.0,14.0,0.0,0.0,0.0,0,0.0,0.0,2.4,197
Isaiah Williams,2TM,WR,23,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,0,0.0,0.0,2.6,210
Jermaine Jackson,NOR,WR,24,4,0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,-0.1,245
Velus Jones Jr.,2TM,WR,27,3,0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,1.0,1.0,8.0,8.0,0.0,1.0,1.0,0,0.0,0.0,0.9,246
James Proche,CLE,WR,28,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,21.0,7.0,0.0,1.0,1.0,0,0.0,0.0,3.1,213
Brycen Tremayne,WAS,WR,25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0.0,0.8,247
Steven Sims,2TM,WR,27,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0,0.0,0.0,-2.0,248
Kadarius Toney,CLE,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0,0.0,0.0,-2.4,249
Jha'Quan Jackson,TEN,WR,24,12,0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,3.0,1.0,8.0,8.0,0.0,5.0,2.0,0,0.0,0.0,-2.7,250
